AHP_depth,AP_amplitude_from_voltagebase,AP_width,Cell_id,ISI_CV,Spikecount,adaptation_index2,hof_index,mean_frequency,steady_state_voltage,time_to_first_spike,voltage_base
27.282091377972083,114.47618697158866,1.0476190476189988,483101699,0.09814800376539129,,0.00999034700964464,0,21.158690176323542,-92.36969994452838,22.599999999998033,-92.34011560052505
31.17542611004013,114.73567918727534,1.252380952380896,483101699,0.11466702129081445,,0.011828367291274188,1,21.36534744124625,-91.07451386066928,24.899999999998556,-91.111832855546
31.51518806179682,94.66149439947156,0.949999999999968,483101699,0.12170825645509718,,0.010320411573827317,2,22.28525121556024,-93.44374476520086,22.399999999997988,-93.36848397917375
31.463783591323267,102.13331869635873,1.0952380952380465,483101699,0.11707346069311789,,0.011674582616068695,3,21.518598217031265,-91.8063680858007,25.499999999998693,-91.9083779793484
25.325235936432687,103.86160573188549,0.9149999999999977,483101699,0.10808872879929478,,0.011725440278980108,4,20.966558339448966,-91.87980276391923,23.89999999999833,-91.99002911780816
24.444745291293458,116.4664202043152,1.0349999999999397,483101699,0.09764629271691766,,0.010926378728875506,5,20.663291662362465,-92.20880157971868,22.299999999997965,-92.2363970293288
28.720808869301038,118.6552411283119,1.175,483101699,0.11221417708831992,,0.01169551240295964,6,21.00399075824442,-92.94653859354149,26.49999999999892,-93.14569898885674
24.394765228220805,110.84944250868715,1.0421052631578804,483101699,0.10938294848802298,,0.012420458637181903,7,19.81850422447109,-93.05153107135433,24.399999999998442,-93.21180252794042
30.976644986979437,93.96146928013061,0.9047619047618615,483101699,0.11467453583041146,,0.010206439836906223,8,21.29817444219168,-93.56238919119923,22.599999999998033,-93.42461111397633
31.308442066382963,90.79319955116726,0.956521739130415,483101699,0.11319919281893989,,0.009861666270813373,9,23.73336085027422,-92.3281642136573,22.79999999999808,-92.46855103611964
27.989119501847142,117.16105755299859,1.1499999999999944,483101699,0.12041969154564512,,0.011448213178940599,10,20.986358866736992,-92.58975915197868,24.799999999998533,-92.73228348635014
21.30303854467156,120.07898002229918,1.109523809523764,483101699,0.119638579209126,,0.011478197117377879,11,21.78197282439642,-92.27698209781853,25.79999999999876,-92.36361963987467
30.115108747125422,112.65874844931463,1.1999999999999629,483101699,0.11382637131308165,,0.010427385829319867,12,22.88329519450859,-91.79161820059387,25.899999999998784,-91.94296538597862
33.50466513892126,112.0964442830403,1.224999999999928,483101699,0.10937497257408202,,0.009073484548817604,13,24.678663239075426,-92.14526754657723,22.699999999998056,-92.31310762759114
27.276464701281117,108.46087280014108,1.079999999999933,483101699,0.09897293560547347,,0.009696674837472025,14,20.559210526316527,-92.19714315435078,24.099999999998374,-92.29872336437555
29.323565118310047,96.84889863149857,0.899999999999961,483101699,0.10060976113956241,,0.010389236992815982,15,21.69421487603374,-93.81807943286228,23.99999999999835,-93.9386411053332
22.573869891009345,114.87096118107203,1.1428571428570886,483101699,0.11000897145700202,,0.010782300060357639,16,21.4067278287471,-91.6334244304463,23.99999999999835,-91.6971239272336
17.00225622159864,120.81206356275814,1.0142857142856743,483101699,0.11503990412214685,,0.012111897075984694,17,21.752641392169682,-92.18125847578575,22.79999999999808,-92.30873012357246
24.118948292234947,110.88115071472728,1.0095238095237575,483101699,0.11602542911867696,,0.010866734008460367,18,21.47678461853226,-92.56879441432505,26.699999999998965,-92.68615321910862
28.702288269588877,93.58842891354836,0.9210526315789295,483101699,0.11209606848064062,,0.013155546529440095,19,19.957983193277645,-92.46682540521816,25.299999999998647,-92.60904847982383
30.283762604089265,114.77470703254407,1.2428571428570951,483101699,0.10924289957532382,,0.010611218316563118,20,21.811383464894643,-91.84697245349365,26.799999999998988,-92.01293853710949
29.16204914741689,93.59784288122074,0.9809523809523333,483101699,0.1264127974195543,,0.011283523577256501,21,22.01719438037365,-90.1216451479894,22.79999999999808,-90.15923080837801
30.06574826084263,99.28837102589132,1.0299999999999385,483101699,0.0954259792521833,,0.009436516511619279,22,20.321072952652834,-91.95440925787265,23.799999999998306,-92.0175957183121
21.768450003959273,119.39562982315694,1.1045454545454112,483101699,0.1139550790650848,,0.009630789438581696,23,22.07505518763922,-92.65966193942246,23.099999999998147,-92.68121429705516
31.17801279414706,99.24180204848662,1.0380952380951818,483101699,0.10746356751690085,,0.009861921825429753,24,21.428571428572333,-92.29439033990502,25.999999999998806,-92.43589538226264
21.957319269751395,122.05258507284249,1.076190476190423,483101699,0.11072343749347002,,0.011095136362385235,25,21.64056059357039,-92.26321418828655,25.499999999998693,-92.30508113779567
25.81667459617957,114.67866904491538,1.0999999999999432,483101699,0.13219928291490507,,0.013586067428177842,26,20.701790704896588,-91.36365986954034,23.099999999998147,-91.4522566926442
25.808597077512577,101.56563752248695,0.8666666666666364,483101699,0.12353392847939428,,0.01283211588845159,27,18.931426167438243,-93.40154689227879,23.59999999999826,-93.53111494723926
32.07214423904763,126.54284218357851,1.2499999999999685,483101699,0.12233974262322755,,0.013435092388404965,28,18.858040859088888,-94.33633523590275,25.199999999998624,-94.48580229215176
26.408526170229994,106.17174933256027,0.9399999999999409,483101699,0.11222291752224965,,0.013284936057687017,29,20.1979398101404,-92.48444811541042,24.399999999998442,-92.50839822374363
25.45212026855779,114.9758091924833,0.9727272727272355,483101699,0.10618561807831987,,0.012906129647566766,30,22.545603607297444,-91.08122660950863,23.099999999998147,-91.0722815488674
21.82180498430637,112.23134542901211,0.9681818181817903,483101699,0.12715710162239552,,0.01033361840272521,31,22.090571342505505,-92.82793966806898,23.89999999999833,-92.79629106633601
27.381432337739145,94.97539430833075,0.8999999999999354,483101699,0.1132015654461196,,0.014100001289275091,32,19.3679918450569,-92.42884561594565,23.99999999999835,-92.50085640474506
21.848895443881545,118.83258317165951,1.0349999999999397,483101699,0.0973151817996791,,0.011382379228872454,33,20.18163471241275,-92.6460589777712,24.69999999999851,-92.68766161553681
23.35911493094265,106.01614743739272,0.9142857142856732,483101699,0.11412024402611784,,0.011907717398934495,34,21.909233176839308,-91.89648809445579,18.999999999997215,-91.98432370316014
26.9160353153967,119.02556079838472,1.0045454545454247,483101699,0.13086937945344604,,0.008777025376465832,35,22.571047501796272,-93.25307407988502,25.499999999998693,-93.35625995769466
29.30590855570932,92.01297379325999,0.9263157894736196,483101699,0.10704921774151732,,0.012398265360589064,36,19.352210226116146,-92.41510469233522,26.19999999999885,-92.5151318864545
23.833288470263717,100.06581524043588,0.9571428571428149,483101699,0.1139808953557662,,0.011334591228722258,37,21.34797194266642,-92.8912319199986,23.99999999999835,-92.93405621064166
