"sample_id","subclass_label","Kcnc1","Kcnd1","Kcnd2","Kcnd3","Kcnab1","Kcnip1","Kcnip2","Hcn1","Hcn2","Hcn3","Cacna1g","Scn1a","Scn3a","Scn8a"
"LS-15090_S75_E1-50","L6 IT",4.65331955247403,5.55190357164548,2.68639261158643,5.37419032228363,3.49440585626194,0,7.27094696328046,5.82217975856176,3.24147173206724,0,6.18763843825246,4.50767249337132,6.79374760096829,7.54741014883568
"LS-15090_S76_E1-50","L6 IT",0,0,5.82849749895819,6.6002393530387,7.25596022503648,0,5.64753072870617,6.4517289614918,1.6929041787084,0,5.28400206871841,0,6.17907705118302,6.65720875863926
"LS-15090_S77_E1-50","L6 IT",3.75589335845655,0,5.90624025311235,4.16808551407607,7.9751892279109,0,0,5.09003187170846,2.04521714484347,0,3.97666055634264,6.04936212996764,4.99216902963635,6.94212506350293
"LS-15090_S78_E1-50","L6 IT",1.513029341297,0,4.75259975471296,0,7.58474432807739,0,5.60711549785795,6.47685368139562,5.1032276660797,0,3.54361967973763,4.87158877038226,5.82330638962148,7.28798742109667
"LS-15090_S79_E1-50","L6 IT",4.95972714617015,0,5.5507056638963,3.6535483140334,4.80092473620814,0,4.50959489458533,3.5994235190566,4.91611026762638,0,0,6.11093613938789,4.75214587237993,7.13416417935183
"LS-15090_S80_E1-50","L6 IT",5.7220374938945,0,4.06262683896571,7.0242517863292,4.25075202435082,0,5.30019162705511,5.79943835781595,1.96688498437561,0,6.06066631250958,6.66759990149064,6.23795225071357,6.9515127886858
"LS-15090_S81_E1-50","L6 IT",4.30187219313747,0,5.49365410043549,0,6.66146288973161,0,2.27944707436009,7.03304656754669,4.17566685853806,0,2.57442217798497,4.03735357534876,4.99273888439891,6.97106982363949
"LS-15090_S82_E1-50","L6 IT",4.4588241742628,0,1.48501776010288,3.69985230348274,7.5508830338944,0,0,5.79638804926148,0,0,5.38480988811616,0,4.60819895252644,6.96745945936065
"LS-15090_S83_E1-50","L6 IT",5.94138060759767,0,3.998534052673,5.1545196251997,6.83482685313402,0,3.36460868931654,6.92959414189417,4.36694321305188,0,2.62452450884034,6.34137315439929,6.28513355840464,6.19643682080586
"LS-15090_S84_E1-50","L6 IT",5.01575749199139,0,6.13551756566459,2.10438709348748,4.80483974305555,0,6.24419079258995,5.65827589772466,3.37161822960171,0,4.71705411199855,4.5577180805429,5.11067761973638,7.87166270127716
