,sag_amplitude_0,sag_ratio1_0,sag_ratio2_0,sag_amplitude_1,sag_ratio1_1,sag_ratio2_1,sag_amplitude_2,sag_ratio1_2,sag_ratio2_2,sag_amplitude_3,sag_ratio1_3,sag_ratio2_3,Cell_id,sample_index,Cre_line
0,0.0004017571065304537,8.895538640463735e-05,0.9999110446135954,0.12352806108468428,0.008805402172164224,0.9911945978278358,0.8587420161544657,0.03772323401732829,0.9622767659826718,2.1634081847060145,0.071043143365522,0.928956856634478,515524026,0,Rbp4-Cre_KL100
1,0.00040939326291322686,9.06056078303394e-05,0.9999093943921696,0.12265171217507032,0.008736724867323166,0.9912632751326769,0.8557639071596128,0.03755987446198397,0.9624401255380161,2.157232213886985,0.07077469620298982,0.9292253037970102,515524026,1,Rbp4-Cre_KL100
2,0.00039832689675733945,8.821115220206402e-05,0.999911788847798,0.12386984398554546,0.008832181897638588,0.9911678181023614,0.8599146060562504,0.03778730546015739,0.9622126945398426,2.165717124045159,0.07114442603968027,0.9288555739603197,515524026,2,Rbp4-Cre_KL100
3,0.010383605707886545,0.002319769595489787,0.9976802304045103,0.14629256291271986,0.010606485851087954,0.9893935141489121,0.9189517479841101,0.041224602060722086,0.9587753979392779,2.2869317897074666,0.07681130948257213,0.9231886905174279,515524026,3,Rbp4-Cre_KL100
4,0.00034315500238335517,7.577190770012886e-05,0.9999242280922999,0.11798742186104505,0.008372928246917766,0.9916270717530823,0.8389707432945244,0.036654772095395256,0.9633452279046048,2.1244884792039187,0.06936004940538422,0.9306399505946158,515524026,4,Rbp4-Cre_KL100
5,0.007253472956932683,0.0015972826449589274,0.998402717355041,0.1158230764490753,0.00820542756753473,0.9917945724324653,0.8322499873197131,0.03628648281822531,0.9637135171817747,2.1075744465943558,0.06865642663386742,0.9313435733661326,515524026,5,Rbp4-Cre_KL100
6,0.010383605707886545,0.002319769595489787,0.9976802304045103,0.14629256291271986,0.010606485851087954,0.9893935141489121,0.9189517479841101,0.041224602060722086,0.9587753979392779,2.2869317897074666,0.07681130948257213,0.9231886905174279,515524026,6,Rbp4-Cre_KL100
7,0.00040156883001429833,8.89143456953829e-05,0.9999110856543046,0.12354244085177868,0.008806528375861513,0.9911934716241385,0.858791386649699,0.037725929405250457,0.9622740705947496,2.1635050814003023,0.0710473930161249,0.9289526069838752,515524026,7,Rbp4-Cre_KL100
8,0.007253472956932683,0.0015972826449589274,0.998402717355041,0.1158230764490753,0.00820542756753473,0.9917945724324653,0.8322499873197131,0.03628648281822531,0.9637135171817747,2.1075744465943558,0.06865642663386742,0.9313435733661326,515524026,8,Rbp4-Cre_KL100
9,0.00011774061840696959,2.5776515996825443e-05,0.9999742234840032,0.10162265992113362,0.007117653090922174,0.9928823469090778,0.7712286541266451,0.03317679382319961,0.9668232061768004,2.014596597347108,0.06462559722491719,0.9353744027750828,515524026,9,Rbp4-Cre_KL100
10,0.007406165643558893,0.0016316905725661042,0.9983683094274339,0.11682943967011283,0.008283224835240785,0.9917167751647592,0.8346483836171217,0.03642578099115894,0.9635742190088411,2.1154892769323084,0.06898464997301378,0.9310153500269862,515524026,10,Rbp4-Cre_KL100
11,0.00040313882647069477,8.925381525703971e-05,0.999910746184743,0.12336121922915311,0.00879233847323485,0.9912076615267651,0.8581796246556053,0.03769241299658057,0.9623075870034195,2.16225261936863,0.07099283048018323,0.9290071695198168,515524026,11,Rbp4-Cre_KL100
12,0.0001248003893437044,2.7386891139036622e-05,0.999972613108861,0.1061927593245855,0.007468447965747508,0.9925315520342525,0.7965503869439914,0.034433278469580525,0.9655667215304194,2.048756972127748,0.06609999429441377,0.9339000057055863,515524026,12,Rbp4-Cre_KL100
13,0.00040313882647069477,8.925381525703971e-05,0.999910746184743,0.12336121922915311,0.00879233847323485,0.9912076615267651,0.8581796246556053,0.03769241299658057,0.9623075870034195,2.16225261936863,0.07099283048018323,0.9290071695198168,515524026,13,Rbp4-Cre_KL100
14,0.0001248003893437044,2.7386891139036622e-05,0.999972613108861,0.1061927593245855,0.007468447965747508,0.9925315520342525,0.7965503869439914,0.034433278469580525,0.9655667215304194,2.048756972127748,0.06609999429441377,0.9339000057055863,515524026,14,Rbp4-Cre_KL100
15,0.00039832689675733945,8.821115220206402e-05,0.999911788847798,0.12386984398554546,0.008832181897638588,0.9911678181023614,0.8599146060562504,0.03778730546015739,0.9622126945398426,2.165717124045159,0.07114442603968027,0.9288555739603197,515524026,15,Rbp4-Cre_KL100
