,specimen_id,annot_layer,clustering_1,clustering_2,cre,dendrite_type,morph,recon_status,structure_layer,x,y,clustering_3,ephys_cluster,me_type
239,471129934,5,,19,Rbp4-Cre_KL100,spiny,TUFTED,Yes,5,-39.984055,10.357635,7,Exc_3,ME_Exc_13
240,471131311,,,18,Rbp4-Cre_KL100,spiny,,,5,-60.501774,35.2019,6,Exc_4,
241,471141261,5,,23,Rbp4-Cre_KL100,spiny,SHORT TT,Yes,5,-40.946632,-9.167166,7,Exc_3,ME_Exc_6
242,471143169,5,,18,Rbp4-Cre_KL100,spiny,TUFTED,Yes,5,-70.13007,7.3545322,6,Exc_3,ME_Exc_5
243,471410185,6a,,23,Ntsr1-Cre_GN220,spiny,CORTICO-THALAMIC TYPE,Yes,6,-45.0466,-16.726149,7,Exc_3,ME_Exc_6
244,471758398,5,,8,Rbp4-Cre_KL100,spiny,NON - TUFTED,Yes,5,-26.885897,18.492361,8,Exc_1,ME_Exc_20
245,471767045,5,,18,Rbp4-Cre_KL100,spiny,THICK TUFTED,Yes,5,-61.561493,38.354954,6,Exc_4,ME_Exc_1
246,471786879,6a,,23,Ntsr1-Cre_GN220,spiny,CORTICO-THALAMIC TYPE,Yes,6,-5.264864,11.74166,7,Exc_3,ME_Exc_2
247,471789504,6a,,8,Ntsr1-Cre_GN220,spiny,CORTICO-THALAMIC TYPE,Yes,6,-27.345272,14.741537,7,Exc_2,ME_Exc_2
248,471800189,6a,,6,Ntsr1-Cre_GN220,spiny,CORTICO-THALAMIC TYPE,Yes,6,1.0434473,6.742436,4,Exc_1,ME_Exc_4
249,471819401,6a,,8,Ntsr1-Cre_GN220,spiny,CORTICO-THALAMIC TYPE,Yes,6,-9.372733,18.976847,7,Exc_2,
250,472517038,,,3,Sst-IRES-Cre,aspiny,,,5,72.70836,19.04078,10,Inh_9,
251,473011949,5,,14,Sst-IRES-Cre,aspiny,MARTINOTTI,Yes,5,49.02146,22.94801,2,Inh_7,
252,473020156,4,,20,Rorb-IRES2-Cre,spiny,TUFTED,Yes,4,-76.891785,-12.321082,7,Exc_3,ME_Exc_17
253,473111617,,,23,Rorb-IRES2-Cre,spiny,,,6,-46.883297,-12.787346,7,Exc_3,
254,473540161,2/3,,15,Sst-IRES-Cre,aspiny,MARTINOTTI,Yes,2/3,56.470394,0.22646412,1,Inh_6,ME_Inh_25
255,473543792,5,,15,Sst-IRES-Cre,aspiny,MARTINOTTI,Yes,5,57.707706,-0.12493301,1,Inh_6,ME_Inh_25
256,473564515,6a,,14,Sst-IRES-Cre,aspiny,BC - L,Yes,6,47.47646,-8.9225025,1,Inh_6,ME_Inh_24
257,473593847,5,,14,Sst-IRES-Cre,sparsely spiny,MULTI,Yes,5,55.83049,23.959988,2,Inh_7,
258,473601979,5,,7,Rorb-IRES2-Cre,spiny,TUFTED,Yes,5,24.925343,22.547577,8,Exc_3,ME_Exc_5
259,473611755,2/3,,8,Rorb-IRES2-Cre,spiny,NON - TUFTED,Yes,2/3,-51.168674,0.9448393,7,Exc_1,ME_Exc_20
260,473642382,,,19,Rorb-IRES2-Cre,spiny,,,5,-44.42802,7.2801714,7,Exc_3,
261,473909767,,,12,Htr3a-Cre_NO152,aspiny,,,4,28.854738,47.743702,2,Inh_7,
262,473943881,2/3,,16,Htr3a-Cre_NO152,aspiny,NGC,Yes,2/3,8.141534,-57.648617,5,Inh_1,ME_Inh_20
263,473951795,,,10,Htr3a-Cre_NO152,aspiny,,,4,35.976192,16.704903,2,Inh_5,
264,473974547,,,10,Htr3a-Cre_NO152,aspiny,,,2/3,19.70852,21.89715,3,Inh_3,
265,474267418,2/3,,11,Htr3a-Cre_NO152,aspiny,BP,Yes,2/3,13.311426,11.988202,3,Inh_3,
266,474283475,,,17,Htr3a-Cre_NO152,aspiny,,,2/3,7.5834656,-73.98317,5,Inh_1,
267,474626527,4,,15,Htr3a-Cre_NO152,aspiny,BTC,Yes,4,14.91291,11.676329,1,Inh_3,ME_Inh_1
268,474637203,,,17,Htr3a-Cre_NO152,aspiny,,,2/3,2.6453269,-55.19412,5,Inh_3,
269,474652473,,,16,Htr3a-Cre_NO152,aspiny,,,2/3,7.361234,-64.30598,5,Inh_1,
270,474660482,4,,6,Htr3a-Cre_NO152,aspiny,DBC/BTC - TRI,Yes,4,-4.6072946,46.731205,4,Inh_2,
271,475029659,,,15,Htr3a-Cre_NO152,aspiny,,,2/3,60.244232,12.194422,1,Inh_6,
272,475047891,,,13,Sst-IRES-Cre,aspiny,,,5,43.64784,46.051575,0,Inh_4,
273,475049291,5,,15,Sst-IRES-Cre,sparsely spiny,NON - MARTINOTTI,Yes,5,45.641937,4.498223,1,Inh_6,
274,475057898,5,,15,Sst-IRES-Cre,sparsely spiny,MARTINOTTI,Yes,5,41.84369,1.0340543,1,Inh_6,ME_Inh_24
275,475068599,2/3,,15,Sst-IRES-Cre,aspiny,MARTINOTTI,Yes,2/3,55.22591,-4.8306866,1,Inh_6,ME_Inh_15
276,475132727,,,0,Sst-IRES-Cre,aspiny,,,2/3,72.12565,-42.42235,9,Inh_9,
277,475202388,5,,13,Sst-IRES-Cre,aspiny,NON - MARTINOTTI - BF,Yes,5,50.209682,38.227966,0,Inh_4,ME_Inh_23
278,475330208,,,12,Nr5a1-Cre,spiny,,,4,-70.40443,16.60123,2,Exc_2,
279,475400072,,,21,Rbp4-Cre_KL100,spiny,,,5,-49.400867,-25.037563,7,Exc_3,
280,475459689,4,,20,Nr5a1-Cre,spiny,TUFTED,Yes,4,-45.937992,-11.620769,7,Exc_3,ME_Exc_17
281,475465708,,,15,Sst-IRES-Cre,aspiny,,,6,45.692703,0.5228599,1,Inh_6,
282,475512108,,,5,Sst-IRES-Cre,sparsely spiny,,,6,78.31544,6.7817726,10,Inh_8,
283,475515168,2/3,,15,Sst-IRES-Cre,aspiny,MARTINOTTI,Yes,2/3,47.6683,-0.9660956,1,Inh_6,
284,475517090,5,,15,Sst-IRES-Cre,aspiny,MARTINOTTI,Yes,5,47.458862,7.2592096,1,Inh_6,
285,475517157,,,14,Sst-IRES-Cre,aspiny,,,5,52.993183,18.142107,2,Inh_5,
286,475542743,4,,14,Sst-IRES-Cre,aspiny,MARTINOTTI,Yes,4,52.58355,15.056748,2,Inh_7,
287,475542907,,,14,Sst-IRES-Cre,aspiny,,,5,61.10775,21.404364,2,Inh_7,
288,475549284,5,,0,Pvalb-IRES-Cre,aspiny,TRANSLAMINAR,Yes,5,78.04131,-27.035883,12,Inh_13,ME_Inh_11
289,475549334,5,,3,Pvalb-IRES-Cre,aspiny,BC,Yes,5,77.619995,19.643833,10,Inh_9,
290,475550148,,,3,Pvalb-IRES-Cre,aspiny,,,4,78.02637,16.811537,10,Inh_9,
291,475580568,,,2,Sst-IRES-Cre,aspiny,,,5,60.959896,-0.2050704,12,Inh_13,
292,475585413,1,,11,Htr3a-Cre_NO152,aspiny,NGC - S,Yes,1,13.399843,2.732664,3,Inh_3,ME_Inh_18
293,475585451,5,,10,Htr3a-Cre_NO152,aspiny,MULTI,Yes,5,38.035362,19.115808,2,Inh_5,
294,475586130,5,,14,Htr3a-Cre_NO152,aspiny,BTC,Yes,5,58.67553,23.370192,2,Inh_7,
295,475619045,,,12,Htr3a-Cre_NO152,aspiny,,,4,60.232212,27.85009,2,Inh_2,
296,475619177,,,17,Htr3a-Cre_NO152,aspiny,,,2/3,11.751178,-55.982906,5,Inh_1,
297,475622680,2/3,,11,Htr3a-Cre_NO152,aspiny,BTC - TRI,Yes,2/3,12.530667,10.846711,3,Inh_3,
298,475622793,2/3,,11,Htr3a-Cre_NO152,aspiny,MULTI,Yes,2/3,26.88869,49.423386,3,Inh_3,
299,475625477,2/3,,12,Htr3a-Cre_NO152,aspiny,BP,Yes,2/3,18.03481,38.749077,2,Inh_3,
300,475740357,,,14,Htr3a-Cre_NO152,aspiny,,,4,55.59856,17.264065,1,Inh_7,
301,475744706,6a,,7,Htr3a-Cre_NO152,spiny,NON - TUFTED,Yes,6,-28.890308,-12.0732975,7,Exc_3,ME_Exc_5
302,475751758,,,21,Scnn1a-Tg2-Cre,spiny,,,4,-45.193707,-25.374804,7,Exc_3,
303,475838754,,,19,Nr5a1-Cre,spiny,,,4,-35.85632,15.845138,7,Exc_3,
304,475848827,,,24,Rorb-IRES2-Cre,spiny,,,4,-21.91639,-21.291462,7,Exc_3,
305,475888653,4,,2,Pvalb-IRES-Cre,aspiny,BC,Yes,4,82.62786,-18.561516,12,Inh_13,
306,475892238,,,0,Pvalb-IRES-Cre,aspiny,,,2/3,83.47286,-32.11604,12,Inh_13,
307,475895240,,,2,Pvalb-IRES-Cre,aspiny,,,5,95.44412,-18.92793,11,Inh_11,
308,476048909,5,,9,Rorb-IRES2-Cre,spiny,TUFTED,Yes,5,-19.403097,31.679193,8,Exc_3,ME_Exc_13
309,476049169,5,,20,Rorb-IRES2-Cre,spiny,CORTICO-THALAMIC TYPE,Yes,5,-71.65457,9.30253,7,Exc_3,ME_Exc_2
310,476051620,,,19,Rorb-IRES2-Cre,spiny,,,4,-61.68449,5.789449,7,Exc_3,
311,476053392,,,20,Rorb-IRES2-Cre,spiny,,,4,-72.86232,-1.9827263,7,Exc_3,
312,476054829,,,23,Scnn1a-Tg2-Cre,spiny,,,4,-53.332638,-12.566544,7,Exc_3,
313,476054887,4,,20,unlabeled,spiny,TUFTED,Yes,4,-78.38883,-15.858042,7,Exc_3,ME_Exc_13
314,476056333,,,21,Scnn1a-Tg2-Cre,spiny,,,4,-40.445538,-25.841625,7,Exc_3,
315,476086391,2/3,,11,Nr5a1-Cre,spiny,TUFTED,Yes,2/3,-32.589195,18.988207,2,Exc_3,ME_Exc_20
316,476087653,2/3,,20,Nr5a1-Cre,spiny,TUFTED,Yes,2/3,-63.73955,-9.092998,7,Exc_3,
317,476093220,,,12,Sst-IRES-Cre,aspiny,,,4,-7.489313,41.810074,2,Inh_2,
318,476099282,,,10,Sst-IRES-Cre,aspiny,,,4,32.9808,16.940695,2,Inh_3,
319,476100382,,,14,Sst-IRES-Cre,aspiny,,,4,57.358864,19.141747,2,Inh_7,
320,476104386,6a,,1,Sst-IRES-Cre,aspiny,BC - L,Yes,6,74.32667,-12.489226,13,Inh_12,
321,476126528,4,,20,Scnn1a-Tg3-Cre,spiny,TUFTED,Yes,4,-75.36273,-15.158072,7,Exc_3,ME_Exc_17
322,476129135,,,21,Scnn1a-Tg3-Cre,spiny,,,4,-57.22359,-24.250378,7,Exc_3,
323,476131588,4,,20,Scnn1a-Tg3-Cre,spiny,NON - TUFTED,Yes,4,-74.53801,-17.515509,7,Exc_3,ME_Exc_18
324,476135066,4,,20,Scnn1a-Tg3-Cre,spiny,TUFTED,Yes,4,-78.24541,10.523769,7,Exc_3,ME_Exc_13
325,476144118,,,22,Scnn1a-Tg3-Cre,spiny,,,4,-13.958335,-3.49071,7,Exc_3,
326,476178907,,,19,Scnn1a-Tg3-Cre,spiny,,,2/3,-55.794353,9.929413,7,Exc_3,
327,476198393,,,19,Scnn1a-Tg3-Cre,spiny,,,4,-35.72635,11.050553,7,Exc_3,
328,476216637,4,,19,Scnn1a-Tg3-Cre,spiny,TUFTED,Yes,4,-74.47529,9.863735,7,Exc_3,ME_Exc_14
329,476218657,4,,19,Scnn1a-Tg3-Cre,spiny,TUFTED,Yes,4,-63.596138,6.2157536,7,Exc_3,ME_Exc_13
330,476263004,5,,22,Scnn1a-Tg3-Cre,spiny,CORTICO-THALAMIC TYPE,Yes,5,-13.323678,13.688596,7,Exc_3,ME_Exc_2
331,476266853,,,19,Scnn1a-Tg3-Cre,spiny,,,4,-48.595627,16.610632,7,Exc_3,
332,476269122,,,19,Scnn1a-Tg3-Cre,spiny,,,4,-48.605637,7.0861363,7,Exc_3,
333,476451456,4,,20,unlabeled,spiny,TUFTED,Yes,4,-77.74666,-8.475256,7,Exc_3,ME_Exc_17
334,476452460,,,20,Nr5a1-Cre,spiny,,,4,-74.88697,-7.600078,7,Exc_3,
335,476455864,4,,22,Nr5a1-Cre,spiny,TUFTED,Yes,4,-30.362595,-11.271366,7,Exc_3,ME_Exc_15
336,476457450,4,,24,Nr5a1-Cre,spiny,NON - TUFTED,Yes,4,-42.487305,-2.9171672,7,Exc_3,ME_Exc_18
337,476525478,,,19,Scnn1a-Tg3-Cre,spiny,,,4,-75.730705,8.917862,7,Exc_3,
338,476550499,,,8,Rorb-IRES2-Cre,spiny,,,5,-6.1882453,1.9284048,8,Exc_2,
339,476557750,,,19,Scnn1a-Tg3-Cre,spiny,,,4,-60.281567,4.4619823,7,Exc_3,
340,476562817,4,,20,Rorb-IRES2-Cre,spiny,TUFTED,Yes,4,-74.94778,1.5552961,7,Exc_3,ME_Exc_17
341,476615310,,,16,Rorb-IRES2-Cre,aspiny,,,5,4.8120627,-60.336792,5,Inh_1,
342,476616076,4,,20,Rorb-IRES2-Cre,spiny,TUFTED,Yes,4,-77.770294,-5.18085,7,Exc_3,ME_Exc_17
343,476619123,,,20,Rorb-IRES2-Cre,spiny,,,4,-66.84224,-9.82538,7,Exc_3,
344,476686112,2/3,,15,Sst-IRES-Cre,aspiny,MARTINOTTI,Yes,2/3,42.902447,3.0353062,1,Inh_6,ME_Inh_25
345,476741830,,,14,Sst-IRES-Cre,aspiny,,,5,60.462364,15.576465,2,Inh_7,
346,476753465,,,15,Sst-IRES-Cre,aspiny,,,4,53.635277,-0.73197204,1,Inh_6,
347,476754635,6a,,15,Sst-IRES-Cre,sparsely spiny,MARTINOTTI,Yes,6,49.07741,2.1643622,1,Inh_6,
348,476823462,4,,19,Rorb-IRES2-Cre,spiny,TUFTED,Yes,4,-47.460506,11.617275,7,Exc_3,ME_Exc_16
349,477127614,2/3,,24,Slc17a6-IRES-Cre,spiny,TUFTED,Yes,2/3,-68.1013,-12.570889,7,Exc_3,ME_Exc_14
350,477129850,,,6,Slc17a6-IRES-Cre,spiny,,,2/3,-48.673256,23.847507,4,Exc_1,
351,477135941,4,,20,Slc17a6-IRES-Cre,spiny,TUFTED,Yes,4,-73.40398,-4.1345167,7,Exc_3,ME_Exc_14
352,477278032,,,17,Htr3a-Cre_NO152,aspiny,,,2/3,21.734865,-63.79632,5,Inh_1,
353,477490421,,,1,Pvalb-IRES-Cre,aspiny,,,2/3,69.60489,-24.785055,13,Inh_12,
354,477564985,,,23,Rbp4-Cre_KL100,spiny,,,5,-45.104397,-14.862669,7,Exc_3,
355,477862382,,,9,Rbp4-Cre_KL100,spiny,,,5,-21.420578,30.839165,8,Exc_2,
356,477879512,,,16,Htr3a-Cre_NO152,aspiny,,,2/3,7.4242363,-55.23129,5,Inh_1,
357,477880128,2/3,,12,Htr3a-Cre_NO152,aspiny,DBC,Yes,2/3,24.449514,46.37905,2,Inh_7,ME_Inh_2
358,477930684,,,18,Rbp4-Cre_KL100,spiny,,,5,-59.079,45.78515,7,Exc_3,
359,477991293,,,17,Htr3a-Cre_NO152,aspiny,,,2/3,9.530612,-71.10404,5,Inh_1,
360,478058328,6a,,1,Pvalb-IRES-Cre,aspiny,BC,Yes,6,73.91387,-21.864225,12,Inh_13,ME_Inh_12
361,478107198,2/3,,17,Htr3a-Cre_NO152,aspiny,NGC,Yes,2/3,11.639252,-51.0215,5,Inh_1,
362,478110866,5,,11,Htr3a-Cre_NO152,aspiny,BTC - TRI,Yes,5,6.571963,18.2723,3,Inh_3,ME_Inh_3
363,478111731,,,10,unlabeled,aspiny,,,2/3,18.878185,23.89053,3,Inh_3,
364,478396248,5,,15,Sst-IRES-Cre,aspiny,MARTINOTTI,Yes,5,40.714962,9.603548,1,Inh_6,
365,478412623,,,15,Sst-IRES-Cre,aspiny,,,5,48.630497,7.5376782,1,Inh_6,
366,478439166,,,20,Nr5a1-Cre,spiny,,,4,-79.21179,6.461624,7,Exc_3,
367,478447600,,,19,Nr5a1-Cre,spiny,,,4,-75.35385,7.032023,7,Exc_3,
368,478497530,4,,22,unlabeled,spiny,TUFTED,Yes,5,-44.31895,-4.8128943,7,Exc_3,ME_Exc_5
369,478498617,,,24,Rorb-IRES2-Cre,spiny,,,4,-26.687052,-37.421997,7,Exc_3,
370,478499902,2/3,,22,Rorb-IRES2-Cre,spiny,TUFTED,Yes,4,-43.300987,-4.393498,7,Exc_3,ME_Exc_15
371,478500297,,,19,Rorb-IRES2-Cre,spiny,,,4,-76.59982,3.2315435,7,Exc_3,
372,478586295,5,,12,Rorb-IRES2-Cre,spiny,TUFTED,Yes,5,-1.5568534,39.54148,4,Exc_1,ME_Exc_3
373,478586425,,,20,Rorb-IRES2-Cre,spiny,,,4,-28.847511,-25.079481,7,Exc_3,
374,478588073,,,9,Rorb-IRES2-Cre,spiny,,,5,-23.525682,10.086496,7,Exc_3,
375,478716304,,,15,Sst-IRES-Cre,aspiny,,,5,48.892197,4.0577703,1,Inh_6,
376,478793814,5,,0,Pvalb-IRES-Cre,aspiny,BC,Yes,4,83.83113,-32.89932,12,Inh_13,
377,478795872,,,0,Pvalb-IRES-Cre,aspiny,,,5,86.36443,-35.819286,9,Inh_10,
378,478888052,5,,23,unlabeled,spiny,TUFTED,Yes,5,-48.76539,-14.359951,7,Exc_3,ME_Exc_13
379,478888083,4,,15,unlabeled,aspiny,MARTINOTTI,Yes,4,55.673668,-1.5477027,1,Inh_6,
380,478891084,,,0,unlabeled,aspiny,,,5,80.39236,-40.421257,9,Inh_10,
381,478892782,4,,23,unlabeled,spiny,TUFTED,Yes,4,-73.89048,-19.103622,7,Exc_3,ME_Exc_18
382,478949560,,,2,Pvalb-IRES-Cre,aspiny,,,5,97.685005,-12.272766,11,Inh_11,
383,478958894,,,0,Pvalb-IRES-Cre,aspiny,,,4,79.04715,-40.350994,9,Inh_10,
384,479010903,5,,21,unlabeled,spiny,NON - TUFTED,Yes,5,-48.27205,-6.5936284,7,Exc_3,ME_Exc_20
385,479013100,2/3,,23,unlabeled,spiny,TUFTED,Yes,2/3,-30.924606,-11.208356,7,Exc_3,ME_Exc_15
386,479015224,,,20,Rorb-IRES2-Cre,spiny,,,5,-77.06593,-13.2809925,7,Exc_3,
387,479091820,,,9,Scnn1a-Tg3-Cre,spiny,NON - TUFTED,No,4,-39.309742,16.81483,8,Exc_3,
388,479107488,,,15,Htr3a-Cre_NO152,aspiny,,,5,42.46702,10.10516,2,Inh_5,
389,479150681,,,24,Rbp4-Cre_KL100,spiny,,,5,-69.10581,7.117416,7,Exc_3,
390,479179020,4,,21,Rorb-IRES2-Cre,spiny,TUFTED,Yes,4,-65.15086,11.374166,7,Exc_3,ME_Exc_13
391,479218494,,,17,Htr3a-Cre_NO152,aspiny,,,2/3,6.3558183,-59.403767,5,Inh_1,
392,479219923,,,7,Htr3a-Cre_NO152,aspiny,,,5,30.603483,22.839134,3,Inh_3,
393,479220013,2/3,,16,Htr3a-Cre_NO152,aspiny,NGC,Yes,2/3,15.023184,-68.14059,5,Inh_1,
394,479225052,5,,18,Rorb-IRES2-Cre,spiny,THICK TUFTED,No,5,-56.72014,42.93188,6,Exc_4,ME_Exc_1
395,479225080,5,,23,Rorb-IRES2-Cre,spiny,TUFTED,Yes,5,-55.317085,-14.220458,7,Exc_3,ME_Exc_13
396,479225274,,,4,Pvalb-IRES-Cre,aspiny,,,4,86.18382,3.085507,10,Inh_8,
397,479225294,,,20,Rorb-IRES2-Cre,spiny,,,4,-67.74921,12.538053,7,Exc_3,
398,479298821,,,23,Rorb-IRES2-Cre,spiny,,,4,-55.328964,-9.991041,7,Exc_3,
399,479298854,,,1,Pvalb-IRES-Cre,aspiny,,,2/3,77.46609,-25.80207,13,Inh_12,
400,479303890,,,18,unlabeled,spiny,,,5,-57.15024,38.521614,6,Exc_4,
401,479415457,,,20,Scnn1a-Tg3-Cre,spiny,,,5,-79.38401,-8.795033,7,Exc_3,
402,479492633,,,20,Rorb-IRES2-Cre,spiny,,,5,-75.808044,-10.713613,7,Exc_3,
403,479492800,,,18,unlabeled,spiny,,,5,-56.731384,37.261925,6,Exc_4,
404,479508018,,,19,Rorb-IRES2-Cre,spiny,,,4,-60.935883,15.798561,7,Exc_3,
405,479679997,,,17,unlabeled,aspiny,,,2/3,3.2574172,-49.560284,7,Inh_1,
406,479682071,,,19,Nr5a1-Cre,spiny,,,4,-55.01466,4.979735,7,Exc_3,
407,479683481,,,12,unlabeled,spiny,,,4,-23.732101,21.417858,2,Exc_2,
408,479704527,4,,21,unlabeled,spiny,TUFTED,Yes,4,-47.079533,-31.565212,7,Exc_3,ME_Exc_13
409,479711015,,,19,Rbp4-Cre_KL100,spiny,,,4,-44.645844,6.1077194,7,Exc_3,
410,479721491,5,,21,Rbp4-Cre_KL100,spiny,TUFTED,Yes,5,-45.656345,3.846169,7,Exc_3,ME_Exc_13
411,479722622,,,18,Rbp4-Cre_KL100,spiny,,,5,-59.40121,43.232086,7,Exc_4,
412,479728896,4,,20,unlabeled,spiny,NON - TUFTED,Yes,4,-73.50892,-0.61456245,7,Exc_3,ME_Exc_18
413,479766169,,,8,Rorb-IRES2-Cre,spiny,,,6,-17.278519,13.482397,8,Exc_2,
414,479770916,5,,18,unlabeled,spiny,THICK TUFTED,Yes,5,-65.885735,34.397087,6,Exc_4,ME_Exc_1
415,479771670,,,24,unlabeled,aspiny,,,2/3,-28.060465,-13.783172,7,Inh_3,
416,479772774,,,1,unlabeled,aspiny,,,4,71.50044,-27.174397,13,Inh_13,
417,479897420,,,10,Sst-IRES-Cre,aspiny,,,4,47.154522,25.360292,2,Inh_3,
418,479905853,5,,7,Sst-IRES-Cre,aspiny,MARTINOTTI,Yes,5,28.337137,22.73042,3,Inh_3,ME_Inh_24
419,479993900,,,8,unlabeled,spiny,,,4,-14.821396,11.817389,8,Exc_2,
420,480003970,5,,18,unlabeled,spiny,THICK TUFTED,Yes,5,-62.605408,37.158176,6,Exc_4,ME_Exc_1
421,480008325,,,21,unlabeled,spiny,,,5,-50.344105,-11.087122,7,Exc_3,
422,480011594,,,4,unlabeled,aspiny,,,4,92.024895,1.1383023,13,Inh_8,
423,480087928,4,,23,Rorb-IRES2-Cre,spiny,TUFTED,Yes,4,-66.92075,-8.585922,7,Exc_3,ME_Exc_17
424,480090260,,,24,unlabeled,spiny,,,5,-63.27147,-14.252041,7,Exc_3,
425,480114344,5,,21,Rorb-IRES2-Cre,spiny,TUFTED,Yes,5,-45.931522,-31.427536,7,Exc_3,ME_Exc_13
426,480116737,5,,22,Rorb-IRES2-Cre,spiny,TUFTED,Yes,5,-25.979153,-10.400846,7,Exc_3,ME_Exc_12
427,480121089,,,23,Rorb-IRES2-Cre,spiny,,,4,-42.192783,-15.976952,7,Exc_3,
428,480122859,4,,22,Rorb-IRES2-Cre,spiny,TUFTED,Yes,5,-19.827024,-7.2324924,7,Exc_3,ME_Exc_5
429,480124551,4,,19,Rorb-IRES2-Cre,spiny,TUFTED,Yes,4,-32.346138,18.119932,7,Exc_3,ME_Exc_14
430,480169178,5,,19,Rorb-IRES2-Cre,spiny,TUFTED,Yes,5,-44.06745,10.978934,7,Exc_3,ME_Exc_13
431,480169202,,,18,unlabeled,spiny,,,4,-63.743397,35.32231,6,Exc_4,
432,480169278,,,24,unlabeled,spiny,,,5,-40.811195,-3.893437,7,Exc_3,
433,480171348,,,5,Sst-IRES-Cre,aspiny,,,6,89.43015,0.06896058,10,Inh_9,
434,480171386,,,20,Rorb-IRES2-Cre,spiny,,,4,-78.264534,-8.870089,7,Exc_3,
435,480183339,,,15,Sst-IRES-Cre,aspiny,,,4,59.46793,13.081332,1,Inh_6,
436,480187546,,,14,Sst-IRES-Cre,aspiny,,,4,60.30719,17.356386,2,Inh_7,
437,480266505,,,18,unlabeled,spiny,,,4,-60.250957,36.35948,6,Exc_4,
438,480268803,,,20,Rorb-IRES2-Cre,spiny,,,4,-74.79461,-13.261107,7,Exc_3,
439,480273887,,,23,Rorb-IRES2-Cre,spiny,,,4,-55.059475,-10.418934,7,Exc_3,
440,480351780,5,,18,Rorb-IRES2-Cre,spiny,TUFTED,Yes,5,-66.6205,37.81384,6,Exc_4,ME_Exc_1
441,480353286,5,,23,Rorb-IRES2-Cre,spiny,TUFTED,Yes,5,-49.976448,-14.099394,7,Exc_3,ME_Exc_13
442,480364000,,,23,unlabeled,spiny,,,5,-53.31829,-14.48764,7,Exc_3,
443,480640846,2/3,,1,unlabeled,aspiny,BC - L,Yes,2/3,71.90707,-8.092662,13,Inh_12,
444,480643417,,,20,Rorb-IRES2-Cre,spiny,,,2/3,-74.614075,-2.2977917,7,Exc_3,
445,480647923,,,20,Scnn1a-Tg2-Cre,spiny,,,4,-76.87024,-19.869186,7,Exc_3,
446,480648382,,,19,Rorb-IRES2-Cre,spiny,,,4,-49.06789,8.857191,7,Exc_3,
447,480705931,,,8,Rorb-IRES2-Cre,spiny,,,5,-27.462198,16.706741,8,Exc_1,
448,480714960,,,1,unlabeled,aspiny,,,4,71.64813,-37.63271,13,Inh_12,
449,480718588,,,19,Rbp4-Cre_KL100,spiny,,,4,-52.395473,-9.1149435,7,Exc_4,
450,480735016,,,5,Pvalb-IRES-Cre,aspiny,,,5,82.876595,7.242438,10,Inh_9,
451,480778441,,,20,Rorb-IRES2-Cre,spiny,,,4,-71.25405,-5.5919666,7,Exc_3,
452,480792667,,,16,unlabeled,spiny,,,4,-46.861336,-50.8706,5,Exc_3,
453,480798873,,,20,Rorb-IRES2-Cre,spiny,,,2/3,-78.28587,-1.1743999,7,Exc_3,
454,480952106,,,4,Pvalb-IRES-Cre,aspiny,,,5,82.94089,0.18530257,10,Inh_8,
455,480963429,,,2,Pvalb-IRES-Cre,aspiny,,,2/3,84.86486,-20.647245,12,Inh_13,
456,480999763,,,11,Htr3a-Cre_NO152,aspiny,,,2/3,11.433163,15.735891,3,Inh_3,
457,481001895,5,,14,Htr3a-Cre_NO152,aspiny,BTC,Yes,5,59.863396,13.920013,1,Inh_7,
458,481003593,,,11,Htr3a-Cre_NO152,aspiny,,,4,-59.24193,12.518463,3,Inh_3,
459,481003643,,,16,Htr3a-Cre_NO152,aspiny,,,5,7.724735,-60.460823,5,Inh_1,
460,481004298,,,17,Htr3a-Cre_NO152,aspiny,,,2/3,12.936274,-70.94596,5,Inh_1,
461,481018305,,,1,Pvalb-IRES-Cre,aspiny,,,2/3,70.32912,-26.226982,13,Inh_13,
462,481049269,,,1,Htr3a-Cre_NO152,aspiny,,,2/3,73.30153,-25.677404,13,Inh_13,
463,481093098,,,16,Htr3a-Cre_NO152,aspiny,,,2/3,14.343794,-66.39502,5,Inh_1,
464,481093525,5,,1,Pvalb-IRES-Cre,aspiny,BC,Yes,5,74.15028,-15.868551,13,Inh_12,ME_Inh_9
465,481099415,,,0,Htr3a-Cre_NO152,aspiny,,,5,75.02767,-41.86862,9,Inh_10,
466,481099785,,,3,Htr3a-Cre_NO152,aspiny,,,4,76.707535,17.482386,10,Inh_9,
467,481127173,,,5,Pvalb-IRES-Cre,aspiny,,,4,81.840096,2.8797677,10,Inh_8,
468,481127348,,,5,Pvalb-IRES-Cre,aspiny,,,4,80.293724,5.394256,10,Inh_8,
469,481127932,,,4,Pvalb-IRES-Cre,aspiny,,,5,91.16182,-4.9673915,10,Inh_8,
470,481136138,5,,1,Htr3a-Cre_NO152,aspiny,BC,Yes,5,71.85741,-31.369923,13,Inh_12,ME_Inh_10
471,481136214,,,16,Htr3a-Cre_NO152,aspiny,,,2/3,7.4663157,-62.744053,5,Inh_1,
472,482435718,2/3,,11,Htr3a-Cre_NO152,aspiny,BTC - TRI,Yes,2/3,28.974682,46.63419,2,Inh_3,
473,482444444,,,1,Pvalb-IRES-Cre,aspiny,,,2/3,76.6881,-27.361872,13,Inh_13,
474,482491330,,,1,Pvalb-IRES-Cre,aspiny,,,4,80.30774,-0.08092496,13,Inh_12,
