"sample_id","cre_label","Kcnc1","Kcnd1","Kcnd2","Kcnd3","Kcnab1","Kcnip1","Kcnip2","Hcn1","Hcn2","Cacna1g","Scn8a"
"LS-15050_S25_E1-50","Rbp4-Cre_KL100",4.15509982057528,2.17099183673344,7.44927339788385,5.19904230517419,5.761567154362,0,4.6737430827233,4.46074080651226,3.76680544566463,6.50279551482876,5.72381156172248
"LS-15050_S26_E1-50","Rbp4-Cre_KL100",1.65797958614735,0,0,0,0,0,0,7.96882354416119,0,0,4.65833177775991
"LS-15050_S28_E1-50","Rbp4-Cre_KL100",0.941334383697884,0,6.90904473490769,0,6.45135181266468,0,6.48138195549627,5.66381116688986,1.25123755614559,5.8363916804018,6.34103233414561
"LS-15050_S29_E1-50","Rbp4-Cre_KL100",4.62528862465775,0,6.83953378365272,5.5957608497609,1.62734495298709,0,0,6.03941508802482,2.16427093571655,0,7.36954685437139
"LS-15050_S30_E1-50","Rbp4-Cre_KL100",0,0,7.34552496441212,4.20640478052209,7.50062053052936,0,0,8.21353371912843,4.28234469069943,1.80505352507457,8.32546197863666
"LS-15050_S31_E1-50","Rbp4-Cre_KL100",0,0,3.67071927969579,3.29295817822603,5.55341624796159,0,5.09798878947983,5.0348366253907,3.87683646655906,4.89958038656521,6.51501794691943
"LS-15050_S33_E1-50","Rbp4-Cre_KL100",0,0,5.41395447701659,2.08193920037163,7.86932029248924,0,0,8.20984577708847,0,3.84189831638704,7.39529451138502
"LS-15050_S34_E1-50","Rbp4-Cre_KL100",0,3.90585457548695,4.65072813384951,2.65678475965005,6.34120824628582,0.56792244169799,4.53541949982584,7.03611398204589,4.23636484999101,4.97225154819372,7.00394231037396
"LS-15050_S35_E1-50","Rbp4-Cre_KL100",4.50564650958304,0,5.54781977955281,0,0,0,0,0,4.83720562213904,0,7.04953006246646
"LS-15050_S36_E1-50","Rbp4-Cre_KL100",0,0,6.1518241475121,6.00750487239027,7.83127337029033,0,0,7.04459919890687,5.16226698980559,2.864935510597,7.68642187105255
"LS-15050_S37_E1-50","Rbp4-Cre_KL100",5.35634175029001,0,6.9887897549378,0,7.53381278111554,0,6.83091576570052,1.74455674160709,2.25140708321958,6.22532991228444,6.22532991228444
"LS-15050_S38_E1-50","Rbp4-Cre_KL100",6.13871756548686,3.82599425491059,0,6.69229319448073,8.01433850247657,0,6.06415540623188,7.102065193161,6.0531819834692,5.96225369835181,6.39486256148563
"LS-15050_S41_E1-50","Rbp4-Cre_KL100",5.54521367115701,0,5.02231834152612,5.13589448142297,7.4794448909994,0,4.00755194722443,4.35898948784064,3.42763540999013,5.70097568195098,6.3530342669135
"LS-15050_S42_E1-50","Rbp4-Cre_KL100",6.84155772348144,0,4.49334387727029,6.71843065882821,8.16704147827774,9.78159326218179,6.09442987513504,7.90667054110697,3.29719966276278,0,7.48588370971454
"LS-15050_S43_E1-50","Rbp4-Cre_KL100",3.34000770407916,0,0,6.04490795806238,6.41644267829008,0,1.94557338933302,5.18442566557648,0.651115244480261,5.31418728801392,6.92303664400575
"LS-15050_S44_E1-50","Rbp4-Cre_KL100",4.51776624046058,0,7.1696959707496,0,0,0,0,5.55831841400375,0,1.10637610364612,4.87034084052463
"LS-15050_S45_E1-50","Rbp4-Cre_KL100",5.61606638511315,0,5.9453011530417,2.05074633767052,7.24245666253303,0,0,7.32557773251989,3.55786273115502,4.84998893756776,6.84615915858887
"LS-15050_S46_E1-50","Rbp4-Cre_KL100",0,2.22929914514905,6.32390810574412,6.68164791886289,0,0,0,8.134214595567,4.78885380467545,4.39813754891392,6.59865691714317
"LS-15050_S47_E1-50","Rbp4-Cre_KL100",4.18410878892671,0,3.60197956114987,5.81372076559,7.22462969685906,0,6.20730232104074,0,3.07523390701772,7.04862042311708,5.67640053879681
"LS-15050_S48_E1-50","Rbp4-Cre_KL100",4.50521678943766,0,6.15254883447445,4.39502393065257,7.93225286353503,0,0,0,3.84394587744369,5.54366215221628,8.06712477071951
"LS-15050_S52_E1-50","Rbp4-Cre_KL100",4.50058485528693,0,5.37115125068726,5.97784993888129,0,0,0,6.52157979945119,2.53807412027256,0,7.68528424579362
"LS-15050_S53_E1-50","Rbp4-Cre_KL100",7.68231573555405,3.59082097055035,0,5.34311055741784,9.1525229808563,9.13609082487324,6.13041978053922,7.83846074682353,5.75334521233474,0,7.40900901103981
"LS-15050_S54_E1-50","Rbp4-Cre_KL100",4.24395106999155,0,5.2583681219842,4.97145324678808,7.55336197652348,0,0.546163531569083,6.81208485528776,2.80375766006158,0.941403110071673,7.04610130658904
