cell_reporter_status,csl__normalized_depth,csl__x,csl__y,csl__z,donor__age,donor__disease_state,donor__id,donor__name,donor__race,donor__sex,donor__species,donor__years_of_seizure_history,ef__adaptation,ef__avg_firing_rate,ef__avg_isi,ef__f_i_curve_slope,ef__fast_trough_v_long_square,ef__peak_t_ramp,ef__ri,ef__tau,ef__threshold_i_long_square,ef__upstroke_downstroke_ratio_long_square,ef__vrest,ephys_inst_thresh_thumb_path,ephys_thumb_path,erwkf__id,line_name,m__biophys,m__biophys_all_active,m__biophys_perisomatic,m__glif,morph_thumb_path,nr__average_contraction,nr__average_parent_daughter_ratio,nr__max_euclidean_distance,nr__number_bifurcations,nr__number_stems,nr__reconstruction_type,nrwkf__id,si__height,si__path,si__width,specimen__hemisphere,Cell_id,specimen__name,structure__acronym,structure__id,structure__layer,structure__name,structure_parent__acronym,structure_parent__id,tag__apical,tag__dendrite_type
positive,,9786.13201766808,1488.0162688598,3645.03747629524,,,578230864,Vipr2-IRES2-Cre;Ai14-310515,,,Mus musculus,,0.0469848251765988,14.9606037434755,66.8422222222222,0.19671874954421,-52.0312538146973,9.9381,121.406361460686,10.7375471851943,220.0,2.21050854083395,-76.8779754638672,/api/v2/well_known_file_download/587867306,/api/v2/well_known_file_download/587867304,659450723,Vipr2-IRES2-Cre,0,0,0,5,,,,,,,,,,,,right,579662784,Vipr2-IRES2-Cre;Ai14-310515.02.02.01,RSPagl5,774,5,"""Retrosplenial area, lateral agranular part, layer 5""",RSPagl,894,intact,spiny
positive,,9285.52616169147,2078.69764785673,2478.89108021072,,,583081886,Chrna2-Cre_OE25;Pvalb-T2A-Dre;Ai66-312583,,,Mus musculus,,0.000985311683049949,98.8083118749622,10.1206060606061,1.2059316536579,-63.2500038146973,,181.718751788139,9.85655653884911,170.0,1.34809410509818,-72.0302124023438,/api/v2/well_known_file_download/606110933,/api/v2/well_known_file_download/606110930,659441602,Chrna2-Cre_OE25|Pvalb-T2A-Dre,0,0,0,5,,,,,,,,,,,,right,583403073,Chrna2-Cre_OE25;Pvalb-T2A-Dre;Ai66-312583.03.02.01,VISl6a,74,6a,"""Lateral visual area, layer 6a""",VISl,409,NA,aspiny
negative,0.535262706080852,9326.14017165814,1186.77561019516,3151.62764017782,,,479695203,Rorb-IRES2-Cre-D;Ai14-197353,,,Mus musculus,,0.00297615197147152,9.97014495482975,100.299444444444,0.171702340255655,-47.78125,7.58960833333333,68.593867123127,15.7229442956613,160.0,2.87427339417841,-71.8682098388672,/api/v2/well_known_file_download/491377915,/api/v2/well_known_file_download/490150543,496196766,Rorb-IRES2-Cre,0,0,0,5,,,,,,,,,,,,right,480169202,Rorb-IRES2-Cre-D;Ai14-197353.03.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,truncated,spiny
positive,0.624898514828107,8203.758961728,1615.87732782576,9067.37897241918,,,481187859,Pvalb-IRES-Cre;Ai14-201773,,,Mus musculus,,,,,1.10400397860751,-67.9687576293945,,147.098317742348,6.95502282650901,180.0,1.09402177843605,-72.1885299682617,/api/v2/well_known_file_download/491383119,/api/v2/well_known_file_download/484746029,496604452,Pvalb-IRES-Cre,0,0,0,2,,,,,,,,,,,,left,484744672,Pvalb-IRES-Cre;Ai14-201773.05.01.01,VISal5,233,5,"""Anterolateral visual area, layer 5""",VISal,402,NA,aspiny
positive,0.414353948932992,9500.0,1457.70390846111,2712.51995564777,,,501894834,Nr5a1-Cre;Ai14-230422,,,Mus musculus,,0.012117665469375,20.3513281919452,49.1368421052631,0.207303370786517,-51.7187538146973,3.83902,187.656283378601,21.236039382047,70.0,3.16529186747368,-80.8980407714844,/api/v2/well_known_file_download/512486019,/api/v2/well_known_file_download/512486017,515296365,Nr5a1-Cre,0,0,0,5,/api/v2/well_known_file_download/519278476,0.920430723093934,0.735005168968575,389.125567511992,18.0,9.0,dendrite-only,519261991.0,5748.0,/external/mousecelltypes/prod668/specimen_502267531/min_xy_502267531.aff,5739.0,right,502267531,Nr5a1-Cre;Ai14-230422.03.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.563664945548959,8673.73055792799,1285.87606858024,8613.34875468505,,,472963252,Htr3a-Cre_NO152;Ai14(IVSCC)-182494,,,Mus musculus,,0.0312061619278264,34.9711488022382,28.595,0.452789706329222,-58.0000038146973,2.34594,328.125,34.0166926480264,30.0000019073486,1.55868684919997,-64.7194137573242,/api/v2/well_known_file_download/491380260,/api/v2/well_known_file_download/491380257,496388989,Htr3a-Cre_NO152,0,0,0,2,,,,,,,,,,,,left,473951795,Htr3a-Cre_NO152;Ai14-182494.04.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.728062876516676,9236.69958653798,1557.66754231461,2944.28930416508,,,530227095,Nos1-CreERT2;Ai14(BT)-260226,,,Mus musculus,,0.00145142310685032,24.6105118986475,40.6330434782609,0.291538455822059,-59.4687538146973,2.05033333333333,261.562466621399,62.7050386615723,30.0,2.23577325962574,-65.8897171020508,/api/v2/well_known_file_download/532157998,/api/v2/well_known_file_download/532157996,657593198,Nos1-CreERT2,0,0,0,0,/api/v2/well_known_file_download/596796657,0.835589572831104,1.0,258.352525074287,20.0,5.0,full,596793247.0,7599.0,/external/mousecelltypes/prod825/specimen_530737765/min_xy_530737765.aff,5747.0,right,530737765,Nos1-CreERT2;Ai14(BT)-260226.04.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.930580201061235,8617.64837926384,1492.38857188999,8306.61335513658,,,487607540,Ntsr1-Cre;Ai14-212352,,,Mus musculus,,0.0244104558705886,14.5756250700751,68.6076923076923,0.202789116894875,-55.84375,3.41061,243.750065565109,24.9293147075019,50.0,3.56419271962401,-81.1754684448242,/api/v2/well_known_file_download/491380884,/api/v2/well_known_file_download/488430277,496196236,Ntsr1-Cre_GN220,0,0,0,0,,,,,,,,,5737.0,/external/mousecelltypes/prod541/specimen_488428837/min_xy_488428837.aff,5757.0,left,488428837,Ntsr1-Cre;Ai14-212352.04.01.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,intact,spiny
positive,0.972346730889256,9538.80649965223,1836.43343887416,3241.35823013891,,,502077342,Ctgf-2A-dgCre;Ai14(IVSCC)-230665,,,Mus musculus,,0.0291302986235894,16.390218317708,61.012,0.286030827696237,-53.90625,2.17104666666667,348.28132390976,26.7575578496702,30.0,4.32253584764397,-66.4572143554688,/api/v2/well_known_file_download/511602698,/api/v2/well_known_file_download/511602696,663442607,Ctgf-T2A-dgCre,0,0,0,0,/api/v2/well_known_file_download/546787690,0.903889966354689,0.86218269498544,432.383109562585,9.0,5.0,dendrite-only,546781370.0,7594.0,/external/mousecelltypes/prod668/specimen_502367941/min_xy_502367941.aff,9431.0,right,502367941,Ctgf-2A-dgCre;Ai14(IVSCC)-230665.02.02.01,VISp6b,305,6b,"""Primary visual area, layer 6b""",VISp,385,intact,spiny
positive,0.614797413417174,8997.54618698314,1838.82491510601,9167.02100438092,,,497082774,Rorb-IRES2-Cre-D;Ai14-226102,,,Mus musculus,,,19.4779898714453,51.3399999999999,0.0223140500624646,-49.0,7.87954,196.874842047691,21.1052115241259,150.0,2.50948204833633,-79.0588150024414,/api/v2/well_known_file_download/514802422,/api/v2/well_known_file_download/514802420,659447326,Rorb-IRES2-Cre,0,0,0,0,,,,,,,,,,,,left,497590510,Rorb-IRES2-Cre-D;Ai14-226102.04.01.01,VISl5,613,5,"""Lateral visual area, layer 5""",VISl,409,intact,spiny
positive,0.515895585007567,9697.93378404118,1933.48345688904,2427.7596532099,,,583087145,Htr3a-Cre_NO152;Ai14-314467,,,Mus musculus,,0.010963846400967,31.7399860344061,31.506,0.279938271604938,-50.8437538146973,2.28049,207.812488079071,10.2390047345493,50.0,3.01897289790159,-74.5764694213867,/api/v2/well_known_file_download/606111180,/api/v2/well_known_file_download/606111171,657593482,Htr3a-Cre_NO152,0,0,0,5,/api/v2/well_known_file_download/662054377,0.873600265165057,1.0,423.246110481183,13.0,4.0,full,596799442.0,7571.0,/external/mousecelltypes/prod1086/specimen_584872371/min_xy_584872371.aff,7594.0,right,584872371,Htr3a-Cre_NO152;Ai14-314467.03.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
negative,0.405437901006388,8861.45281779929,875.613141329462,3529.11919227559,,,487607576,Rorb-IRES2-Cre-D;Ai14-212868,,,Mus musculus,,,,,0.861266110982779,-65.4062576293945,19.766705,60.6249235570431,6.62392519850624,470.0,1.24543687857421,-73.869987487793,/api/v2/well_known_file_download/491378033,/api/v2/well_known_file_download/488492715,496604206,Rorb-IRES2-Cre,0,0,0,0,,,,,,,,,,,,right,488491756,Rorb-IRES2-Cre-D;Ai14-212868.04.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,,8600.0,1708.27912478957,1529.31909992203,,,562296607,Ndnf-IRES2-dgCre;Ai14-290386,,,Mus musculus,,0.00439941746814245,27.7552414706008,36.0292307692308,0.467857142857143,-48.5,4.1576,219.218820333481,8.97465118171587,70.0,2.9900294694353,-77.0907211303711,/api/v2/well_known_file_download/564082996,/api/v2/well_known_file_download/564082994,659442692,Ndnf-IRES2-dgCre,0,0,0,0,,,,,,,,,,,,right,562432852,Ndnf-IRES2-dgCre;Ai14-290386.04.02.01,VISal1,1074,1,"""Anterolateral visual area, layer 1""",VISal,402,NA,aspiny
positive,0.441851039063641,9500.0,1405.30182944901,8720.35890413006,,,486471354,Pvalb-IRES-Cre;Ai14-208711,,,Mus musculus,,0.00373988765949594,58.4747327602127,17.1014035087719,0.967330683563486,-50.7500038146973,7.69654,190.13400375843,7.6341718394755,130.0,1.6721619647588,-73.6521224975586,/api/v2/well_known_file_download/491382713,/api/v2/well_known_file_download/486896592,496604168,Pvalb-IRES-Cre,0,0,0,0,,,,,,,,,,,,left,486754703,Pvalb-IRES-Cre;Ai14-208711.03.01.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.74929449187753,8050.0,1106.81668429992,3396.01009218119,,,481097286,Htr3a-Cre_NO152;Ai14-200456,,,Mus musculus,,-0.0084775662765564,9.13017923683114,109.526875,0.12857141364594,-51.0000038146973,8.84468333333333,103.437386453152,7.66136325763937,209.999984741211,3.08893778624712,-71.7685928344727,/api/v2/well_known_file_download/491381403,/api/v2/well_known_file_download/484633273,491317829,Htr3a-Cre_NO152,0,0,0,5,,,,,,,,,5756.0,/external/mousecelltypes/prod469/specimen_482773968/min_xy_482773968.aff,5737.0,right,482773968,Htr3a-Cre_NO152;Ai14-200456.06.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
negative,0.539931629740425,9200.00000000001,1613.63841472451,2385.61810778752,,,486247124,Rorb-IRES2-Cre-D;Ai14-206931,,,Mus musculus,,,156.372165754497,6.39499999999993,1.20947915299836,-74.3437576293945,12.1425566666667,97.0312133431435,5.79119888703556,320.0,1.13061463409219,-77.4586486816406,/api/v2/well_known_file_download/491378840,/api/v2/well_known_file_download/486521819,496604215,Rorb-IRES2-Cre,0,0,0,0,,,,,,,,,,,,right,486514107,Rorb-IRES2-Cre-D;Ai14-206931.03.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.698947693381208,8559.0,1245.46645663822,8058.38669749425,,,490257186,Sst-IRES-Cre;Ai14-216078,,,Mus musculus,,0.00489873821169162,29.2767594809649,34.1567857142857,0.535286713328499,-65.46875,5.49777,182.500004768372,10.9378135591377,100.0,1.7103609361433,-71.7014846801758,/api/v2/well_known_file_download/491762080,/api/v2/well_known_file_download/491086823,496602995,Sst-IRES-Cre,0,0,0,2,,,,,,,,,9426.0,/external/mousecelltypes/prod572/specimen_491029832/min_xy_491029832.aff,9431.0,left,491029832,Sst-IRES-Cre;Ai14-216078.05.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.36825096005547,8404.72297285481,745.670664409156,8004.09557485855,,,517104665,Nr5a1-Cre;Ai14(GSL)-249210,,,Mus musculus,,0.0345335771987173,11.8228464685158,84.582,0.157360750201423,-46.9375038146973,5.04786666666667,161.562502384186,22.0303802404739,110.0,3.92953006277305,-77.4467315673828,/api/v2/well_known_file_download/587771695,/api/v2/well_known_file_download/587771693,659446244,Nr5a1-Cre,0,0,0,0,,,,,,,,,,,,left,517974394,Nr5a1-Cre;Ai14(GSL)-249210.04.01.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,intact,spiny
positive,0.658270879737147,9351.33869899615,1391.06688900974,8262.15695285891,,,313401520,Gad2-IRES-Cre;Ai14(IVSCC)-167291,,,Mus musculus,,0.00474667064417164,139.297322395914,7.1788888888889,0.0655502392344485,-64.5937576293945,,114.21874910593,5.98494110989339,160.0,1.32866909950094,-69.6380767822266,/api/v2/well_known_file_download/491383227,/api/v2/well_known_file_download/483152174,487096825,Gad2-IRES-Cre,0,0,0,0,,,,,,,,,5738.0,/external/mousecelltypes/prod132/specimen_464326210/min_xy_464326210.aff,5729.0,left,464326210,Gad2-IRES-Cre;Ai14-167291.03.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,,8457.527528141,883.09866626929,8509.82744387051,,,581156784,Chat-IRES-Cre-neo;Ai14-313182,,,Mus musculus,,0.00152845483867905,21.0812330178956,47.4355555555556,0.320901639344262,-52.5937538146973,2.70938666666667,291.875034570694,13.1967807085677,40.0,2.59939043809357,-65.3001403808594,/api/v2/well_known_file_download/606110851,/api/v2/well_known_file_download/606110848,646542177,Chat-IRES-Cre-neo,0,0,0,0,,,,,,,,,,,,left,583141894,Chat-IRES-Cre-neo;Ai14-313182.05.01.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,sparsely spiny
positive,0.479115063278484,8717.0,993.400579986192,3329.13488923495,,,481097306,Scnn1a-Tg2-Cre;Ai14-200711,,,Mus musculus,,0.0170265693289827,22.8056362501018,43.8488095238095,0.348888888888889,-46.0625038146973,3.220255,208.281219005585,28.8058511448692,50.0,2.95832148518944,-74.9811172485352,/api/v2/well_known_file_download/491384445,/api/v2/well_known_file_download/484741699,496160379,Scnn1a-Tg2-Cre,0,0,0,2,,,,,,,,,7587.0,/external/mousecelltypes/prod483/specimen_484738748/min_xy_484738748.aff,5744.0,right,484738748,Scnn1a-Tg2-Cre;Ai14-200711.05.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.78997454695718,9567.21437135339,2226.20544070167,2370.7690222474,,,503871576,Rorb-IRES2-Cre-D;Ai14-234246,,,Mus musculus,,0.0379654660159399,18.1612289810482,55.0623529411765,0.197222222222222,-43.5625,2.35031,257.812678813934,33.7137162390113,50.0,3.86294656062335,-65.4706497192383,/api/v2/well_known_file_download/512214072,/api/v2/well_known_file_download/512214069,659447240,Rorb-IRES2-Cre,0,0,0,0,/api/v2/well_known_file_download/552589873,0.880750139505363,0.99625,575.693496188492,21.0,4.0,dendrite-only,552581073.0,9431.0,/external/mousecelltypes/prod706/specimen_507101551/min_xy_507101551.aff,5757.0,right,507101551,Rorb-IRES2-Cre-D;Ai14-234246.02.02.01,VISl6a,74,6a,"""Lateral visual area, layer 6a""",VISl,409,intact,spiny
positive,,8918.72168059731,1569.23039561518,8640.11760510546,,,591522537,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-323433,,,Mus musculus,,0.856717669251729,2.09599664640537,477.1,0.0656839622641509,-50.4687538146973,2.84657333333333,250.468760728836,35.23558346594,70.0,2.29915470262249,-64.0814437866211,/api/v2/well_known_file_download/606115291,/api/v2/well_known_file_download/606115288,659446191,Nos1-CreERT2|Sst-IRES-FlpO,0,0,0,0,,,,,,,,,,,,left,592712536,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-323433.04.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.605255260149281,9125.35180841524,1778.26508018144,2477.31899750724,,,469953452,Sst-IRES-Cre;Ai14(IVSCC)-181375,,,Mus musculus,,-0.0926687179258865,110.520135387166,9.04812499999999,0.0243697566284344,-57.9375038146973,8.83388,171.316996216774,12.7719425121727,390.0,1.21828858841836,-73.9048614501953,/api/v2/well_known_file_download/491378749,/api/v2/well_known_file_download/483155162,488716775,Sst-IRES-Cre,0,0,0,0,,,,,,,,,,,,left,472517038,Sst-IRES-Cre;Ai14-181375.03.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.481995194128826,9252.51774005553,1269.01841271259,3037.92452514836,,,514342086,Scnn1a-Tg3-Cre;Ai14-242586,,,Mus musculus,,0.0154623126732958,13.9766911796327,71.5476923076923,0.141274452748486,-48.5312538146973,5.73885333333333,123.906247317791,20.8559733956537,100.0,3.82407298377769,-77.8588638305664,/api/v2/well_known_file_download/515808308,/api/v2/well_known_file_download/515808306,567445731,Scnn1a-Tg3-Cre,0,0,0,2,,,,,,,,,,,,right,515202564,Scnn1a-Tg3-Cre;Ai14-242586.04.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.808009799789359,9240.00000000001,2058.86565496311,8842.86973542875,,,573387321,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-304714,,,Mus musculus,,0.0449570626692653,13.4333370648158,74.4416666666667,0.187632972271046,-50.1875038146973,2.46889333333333,279.062509536743,45.6606871928344,50.0,3.03771626988893,-60.470874786377,/api/v2/well_known_file_download/587853066,/api/v2/well_known_file_download/587853057,651054770,Nos1-CreERT2|Sst-IRES-FlpO,0,0,0,2,/api/v2/well_known_file_download/662054904,0.86165100446919,0.966490857140794,391.907792860081,22.0,3.0,full,643517285.0,9431.0,/external/mousecelltypes/prod1008/specimen_574038330/min_xy_574038330.aff,5758.0,left,574038330,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-304714.02.01.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,NA,aspiny
positive,0.431063832869693,9380.0,1597.43273017354,8945.24192458555,,,320827639,Rorb-IRES2-Cre-D;Ai14(IVSCC)-172650,,,Mus musculus,,0.260165058509005,10.8481930978371,92.18125,0.146842113114459,-45.3125,3.32999333333333,191.562384366989,23.8061440147179,110.0,3.91836987879599,-76.089111328125,/api/v2/well_known_file_download/491382349,/api/v2/well_known_file_download/487622101,491317142,Rorb-IRES2-Cre,0,0,0,5,,,,,,,,,5738.0,/external/mousecelltypes/prod204/specimen_322723785/min_xy_322723785.aff,7577.0,left,322723785,Rorb-IRES2-Cre-D;Ai14-172650.03.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,truncated,spiny
positive,0.403732868578721,9326.14017165814,1279.43688884743,2861.16267787537,,,475849780,Nr5a1-Cre;Ai14(IVSCC)-187780,,,Mus musculus,,0.0476945778402227,15.8997678633892,62.894,0.159469707443475,-45.6875,4.17170833333333,210.468634963036,24.6336885047151,70.0,3.23716786737683,-75.3036117553711,/api/v2/well_known_file_download/491377646,/api/v2/well_known_file_download/487617691,491199136,Nr5a1-Cre,2,1,1,2,/api/v2/well_known_file_download/487661900,0.863691508571932,0.866978414640801,412.744710670216,26.0,4.0,dendrite-only,491253860.0,7586.0,/external/mousecelltypes/prod376/specimen_476457450/min_xy_476457450.aff,7585.0,right,476457450,Nr5a1-Cre;Ai14-187780.03.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.296861669775128,8790.23227466551,631.367960807117,7685.28421015727,,,476803126,Slc17a6-IRES-Cre;Ai14(IVSCC)-190263,,,Mus musculus,,0.0311050607804699,16.0008533788469,62.4966666666667,0.285904390113368,-52.09375,2.415935,339.620679616928,35.177372972262,30.0000019073486,3.70159492503179,-72.0817794799805,/api/v2/well_known_file_download/491383665,/api/v2/well_known_file_download/491383661,496605204,Slc17a6-IRES-Cre,2,1,1,2,/api/v2/well_known_file_download/706403611,0.889290116700355,0.74787906188281,322.035802993394,14.0,8.0,full,706381807.0,5753.0,/external/mousecelltypes/prod393/specimen_477127614/min_xy_477127614.aff,7602.0,left,477127614,Slc17a6-IRES-Cre;Ai14-190263.04.01.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,intact,spiny
positive,,9167.91611906308,1042.73761539496,3099.96491464403,,,588213993,Vipr2-IRES2-Cre;Ai14-319360,,,Mus musculus,,0.0312696187833784,13.0599451482304,76.57,0.232047868425692,-47.0,5.48458666666667,196.562573313713,24.126419781783,90.0,4.78939055972186,-79.6616287231445,/api/v2/well_known_file_download/606111894,/api/v2/well_known_file_download/606111890,659450749,Vipr2-IRES2-Cre,0,0,0,5,,,,,,,,,,,,right,589452470,Vipr2-IRES2-Cre;Ai14-319360.03.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,intact,spiny
positive,0.240282392295955,8847.43673420269,710.390591706559,3590.96673368812,,,486471354,Pvalb-IRES-Cre;Ai14-208711,,,Mus musculus,,0.000624092232387076,92.4720627671911,10.8140769230769,0.475162548764629,-60.8125038146973,22.3180516666667,50.3125786781311,4.34286784081442,540.0,1.15602109156681,-78.8459320068359,/api/v2/well_known_file_download/491378785,/api/v2/well_known_file_download/486897523,581394760,Pvalb-IRES-Cre,0,0,0,0,,,,,,,,,,,,right,486755781,Pvalb-IRES-Cre;Ai14-208711.04.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.687756204135066,8227.87539690606,1291.76405019677,8400.58213585674,,,473879677,Htr3a-Cre_NO152;Ai14(IVSCC)-182497,,,Mus musculus,,0.0120166229649352,38.6471411560718,25.8751351351351,0.475438599813971,-52.3125,1.597305,429.464250802994,47.3079940834311,10.0,1.81651653809873,-61.4177131652832,/api/v2/well_known_file_download/491378513,/api/v2/well_known_file_download/491378510,496605395,Htr3a-Cre_NO152,0,0,0,0,,,,,,,,,9427.0,/external/mousecelltypes/prod507/specimen_479107488/min_xy_479107488.aff,7592.0,left,479107488,Htr3a-Cre_NO152;Ai14-182497.06.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.261667313216111,8658.62377159762,921.774796961162,3044.72514457668,,,397332016,Htr3a-Cre_NO152;Ai14(IVSCC)-177968,,,Mus musculus,,0.00354384724544078,21.296192773137,46.95675,0.331399328120076,-56.21875,6.0645425,148.43761920929,8.94008081212238,110.0,2.83443865609318,-69.4498291015625,/api/v2/well_known_file_download/491381469,/api/v2/well_known_file_download/487609302,491197955,Htr3a-Cre_NO152,0,0,0,0,,,,,,,,,,,,right,439372920,Htr3a-Cre_NO152;Ai14-177968.04.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
