sample_id,Cre_line,Pvalb,Sst,Htr3a,Cacna1a,Cacna1b,Cacna1c,Cacna1d,Cacna1e,Cacna1g,Cacna1i,Cacna2d1,Cacna2d2,Cacna2d3,Hcn1,Hcn2,Hcn3,Kcnab1,Kcnab2,Kcnab3,Kcnb1,Kcnb2,Kcnc2,Kcnc3,Kcnc4,Kcnf1,Kcng2,Kcnh1,Kcnh2,Kcnh3,Kcnh5,Kcnh6,Kcnh7,Kcnip1,Kcnip2,Kcnip3,Kcnip4,Kcnj11,Kcnj12,Kcnj3,Kcnj4,Kcnj6,Kcnj9,Kcnk1,Kcnk12,Kcnk2,Kcnk3,Kcnk4,Kcnma1,Kcnmb2,Kcnmb4,Kcnmb4os1,Kcnmb4os2,Kcnn1,Kcnn2,Kcnn3,Kcnq1ot1,Kcnq2,Kcnq3,Kcnq5,Kcns1,Kcns2,Kcns3,Kcnt1,Kcnt2,Kcnu1,Kcnv1,Nav1,Nav2,Nav3,Scn1a,Scn1b,Scn2a1,Scn2b,Scn3a,Scn3b,Scn4b,Scn8a,Scn9a,Scnm1,Kcnc1,Kcnd2,Kcnd3,Kcna1,Kcna2,Kcna3,Kcna4,Kcna6,primary_cluster_label,subclass_label,layer_label
LS-15061_S49_E1-50,Pvalb-IRES-Cre,9.866096995857461,0.0,0.0,6.436737865161589,2.76432065052787,5.308467641053809,0.0,0.0,0.0,0.0,0.0,4.249949554299779,0.0,8.47988657746561,5.211530016924519,0.0,9.419380933575189,4.04013959898814,8.15441163932913,4.7759019928988895,0.0,8.64675781963457,3.4137474885190695,0.0,0.0,3.98254682026573,6.15330207841018,3.6540413321887004,0.0,4.80941304504294,0.0,5.69657537219145,9.15350956795023,6.382105837103009,3.6540413321887004,7.08274574811125,0.717042568355494,4.87418664458482,6.436737865161589,4.38943431767778,4.04013959898814,4.38943431767778,9.2542893377941,3.12527195030935,1.5516029477960602,5.94293750189589,0.0,6.617873534778821,6.9003938795468995,0.0,0.0,0.0,5.308467641053809,5.052696015866901,0.0,6.6366646105857505,6.3483051885804995,3.22797443108884,0.0,0.0,0.717042568355494,7.109896357752629,5.421141716837409,0.0,4.20028773681104,0.0,5.972822493630071,3.4137474885190695,5.800220560252909,8.66974751104035,8.31176632712874,5.81679329942292,6.016520360657929,0.0,0.0,0.0,7.232312120665389,0.0,5.86539898439823,8.790032027640951,5.46385765743862,3.22797443108884,7.39566529238153,7.37902203557625,0.0,0.0,6.33686000538517,Pvalb Tpbg,Pvalb,L2/3
LS-15061_S50_E1-50,Pvalb-IRES-Cre,10.069166945037802,0.0,0.0,5.38251438708485,0.0,0.0,5.1581900911836795,0.0,0.0,0.0,0.0,3.27457339062174,0.0,9.33339493116825,5.692862558703459,0.0,8.71712013583481,6.02407534834532,7.62865122524269,4.089095086725361,0.7376595241495301,8.29788014571332,3.774196881437,0.0,0.0,5.53567536476435,0.0,4.089095086725361,0.0,0.0,1.87573056063571,7.71367963940878,6.74318498810224,8.3724163701989,0.0,8.05157620874521,0.0,0.0,6.68821789983886,2.94010757310906,5.81762036864797,6.466600627470419,8.62256054559431,2.6644255298221298,1.5861188653308897,6.06779752172834,0.0,6.1102335378598,6.920583113113611,2.50392865628268,0.0,0.0,4.3939690886287,5.90055842844288,0.0,7.16830369410221,6.57157156397793,0.0,0.0,0.0,0.0,7.613979534183541,6.16494036459759,0.0,0.0,0.0,7.40828332977086,1.22338364773775,6.99040523932405,8.53959503040155,8.53700490455629,7.2464830064336105,7.78527029422109,2.8088415063873304,0.0,0.0,7.413941004613791,3.84291553046529,5.63590532305451,7.973270848450721,5.71135932965539,0.0,6.73416801319046,7.27784742309569,0.0,0.0,6.38829453757631,Pvalb Reln Itm2a,Pvalb,L4
LS-15061_S51_E1-50,Pvalb-IRES-Cre,4.01588558924669,8.948155332433279,0.0,5.61973448275565,3.3558994081550497,4.8437224207932195,5.29545906567074,4.07356546374387,0.7310755583269499,0.0,0.0,3.1568032225923597,7.910103173482361,8.17015593550894,4.46702087136451,6.00782577478067,9.366794784635461,5.29545906567074,6.805539914874929,4.8101819024335,0.0,9.60546826510917,1.86374201120895,5.657945991716749,0.0,0.0,5.000639007448751,5.5195285353420305,0.0,0.0,3.6109236918537904,5.695171482735571,5.73146056519925,8.404530908203041,0.0,9.8354324976925,4.2339382611093,0.0,7.2044977318880905,4.66763192638987,0.0,7.04783656629901,7.15859314680767,3.0459037205180097,5.560449838461231,3.0459037205180097,0.0,7.16524104992581,5.638966743245651,5.34314363922013,0.0,0.0,0.0,0.0,0.0,4.9705914370893405,3.44601022609648,0.0,0.7310755583269499,0.0,0.0,8.12994027759119,4.42331993850597,0.0,0.0,0.0,6.394795163156361,2.10412879889233,4.3782537912983,8.253624779332059,6.69042821125083,6.822461685885309,5.6002423732022795,0.0,6.7797791858559595,0.0,6.54508269004422,0.0,5.61973448275565,7.16524104992581,6.81402561025717,0.0,5.168859955102019,8.19310758096115,0.0,0.0,7.2173494502998,Sst Rxfp1 Prdm8,Sst,L5
LS-15061_S52_E1-50,Pvalb-IRES-Cre,10.7114378314493,0.0,0.0,4.700012353425151,3.81976597131329,5.11850940297072,3.61430166991746,0.0,0.0,0.0,0.0,4.39189412880013,0.0,8.36204869475046,5.74103083341876,1.16967809504836,9.61334556989931,7.132700917193941,7.51919421341215,5.19432452978218,0.0,9.31527189366012,6.77763671798257,0.0,5.4425092529643395,0.0,0.0,6.259304603116701,0.0,0.0,2.04405741834348,6.136552966723849,8.165720168245631,8.13077102863252,0.0,4.348305509571451,1.8070374632176298,0.0,6.436272211854191,2.04405741834348,4.554163305803191,5.421630672253681,7.81973646742449,4.80047138517336,6.77763671798257,5.16949288751833,0.0,7.38542059658082,6.04395639271389,2.4259029937256003,0.0,0.0,4.628930118854361,1.8070374632176298,0.0,8.07837513214839,6.39402351682791,4.25696662398745,0.0,4.30335879393229,5.59947754579539,8.156272239992,6.16195307316373,0.0,0.0,0.0,6.5367787249227,3.9995833209450002,5.378944584502901,8.44973705622086,8.82650216734944,3.9995833209450002,6.63073707830279,0.0,0.0,3.4590275679886497,8.35930645159644,2.04405741834348,4.924382676339469,9.11036586899456,3.9420989556584196,0.0,7.94573258123914,8.88487153917002,4.76775617578918,0.0,5.885259429866459,Pvalb Gpr149 Islr,Pvalb,L5
LS-15061_S53_E1-50,Pvalb-IRES-Cre,10.4891075139131,0.695172947982277,0.0,2.4150959988611698,5.450103272784929,0.695172947982277,5.22980447711425,0.0,0.0,4.6872365654728,0.0,6.443804104325089,0.0,7.95786473012918,5.58646353701762,0.0,9.08892318944859,6.08449971929578,8.391980222457969,0.695172947982277,0.0,9.21450665028435,4.421532407707,0.0,7.08044488361286,0.0,5.6589620922660995,1.16231125865946,0.0,0.0,0.695172947982277,5.13131447815359,6.984964538358611,7.70315125365452,0.695172947982277,5.6231681679404195,4.6872365654728,4.8815477330229005,6.1861262788855305,0.0,4.502569163320981,7.13229577818666,8.39993459546504,4.095590398642931,3.60210208402326,6.38089291912152,0.0,5.5677549904211405,7.388293914068369,3.52661156592724,0.0,0.0,0.0,6.24618954183827,0.0,6.66235818349659,3.44695176207485,3.9296779464236895,3.74217551599615,0.0,0.0,7.76604834920547,5.10560432211051,0.0,0.0,0.0,6.6084581074875794,4.14690932310595,6.6446143034123395,8.68673908896569,8.55994960550281,5.32199829410151,5.946489791419129,4.2443753980536805,3.44695176207485,0.0,8.003823853501,1.16231125865946,5.97516818307135,9.12935488752734,2.4150959988611698,4.91153293222835,7.845860400835191,7.79448754118675,0.0,0.0,7.698858988208981,Pvalb Reln Tac1,Pvalb,L5
LS-15061_S54_E1-50,Pvalb-IRES-Cre,10.5128272073135,0.0,0.0,3.6423209338299705,2.4507630930314703,4.8932050562197595,0.712067715196155,0.0,0.0,0.0,0.0,5.34217487702942,0.0,8.11871906157622,2.61003909238999,1.54322407156978,8.88834556965157,6.4241492813693,7.716396228336039,3.7827236652602405,3.0035398350409297,9.10446088183919,5.91523348827008,0.0,0.0,0.0,5.01209323308364,0.0,0.0,0.0,1.54322407156978,6.59578026293144,7.463453486214711,7.21966094425582,5.04034514381704,0.0,5.095241497560299,4.188247218126589,7.6491917748567495,3.40221112003121,2.7534660249255003,4.62126422844774,9.055122524915971,2.4507630930314703,4.33231470043857,6.466408330377081,3.91066611112278,6.07398362904173,5.86872442917511,0.0,0.0,0.0,4.1368400069794795,5.719462009619201,0.0,7.73811958797513,5.2960541668368295,2.0672089471066104,0.0,3.0035398350409297,4.6581949564217,7.1435675231325995,5.19913897334452,0.0,1.82887571948183,0.0,6.2169840904358695,4.33231470043857,6.11441034458009,8.20860226963227,8.88445463097993,3.84811271279086,6.41338823340305,1.54322407156978,0.712067715196155,5.12192571152216,8.17395579402947,0.712067715196155,6.20455416974481,8.756187984270621,4.62126422844774,0.0,8.11540303075825,7.6719428780508805,0.0,0.0,6.45595904818241,Pvalb Gpr149 Islr,Pvalb,L5
LS-15061_S55_E1-50,Pvalb-IRES-Cre,9.947214908067009,0.0,0.0,3.97908059694663,6.15970200645185,0.0,3.3783564045468504,0.0,0.0,0.0,0.0,4.96396831716372,4.25749447435875,8.57103960715447,1.22817055823527,5.98721681374446,8.79252600407421,6.5798462985768,8.24687473144088,6.62960292416867,4.57445603158432,8.64064171584297,5.522945846903089,0.0,1.5917014145170598,2.81601347225921,4.96396831716372,0.0,0.0,5.45832667283561,3.97908059694663,7.08683766970429,0.7410127186081991,7.954523811509401,0.0,0.0,0.0,0.0,7.49385617061663,0.7410127186081991,0.0,6.6777005673206995,8.78815081368444,0.0,0.0,6.79573031580901,0.0,7.82383307652544,6.15970200645185,0.0,0.0,0.0,0.0,4.65355028255709,3.70976216320406,6.724246295188871,7.91494008162325,7.31076666025032,6.04703269512689,0.0,0.0,7.444666671477551,0.0,0.0,0.0,0.0,7.12896529019286,0.0,0.0,8.65031632270858,8.67895686641569,4.49077271407539,1.22817055823527,0.0,0.0,0.0,7.021245861448951,2.81601347225921,7.55178457770764,8.85242502621914,4.932597011448231,2.1232500989693097,7.20970050175516,7.66109823695263,0.0,0.0,4.83416988818726,Pvalb Gpr149 Islr,Pvalb,L5
LS-15061_S56_E1-50,Pvalb-IRES-Cre,9.912801943396039,0.0,0.0,5.41716313565678,4.99914538805495,4.570559322717259,0.0,4.81698115574921,0.0,0.0,0.0,3.2046825913507404,0.0,8.34866127905259,5.35165582468559,5.723717956178731,7.49130291390048,6.1788360072325,8.45386024995743,5.25941233958889,0.0,9.421527178647901,4.49166424502987,0.0,0.0,0.0,0.0,4.848984319270929,0.0,0.0,4.53165102273372,6.311085703918951,7.66315214494748,8.539702938991491,0.0,7.672124670970559,2.87236844312944,2.87236844312944,6.08789197904961,3.701888354564,5.774593033945219,5.25941233958889,8.835621009590538,3.30037686819337,1.1792133348038798,6.47386837055095,0.0,7.28452568713224,5.2830320054493,0.7068764667415001,0.0,0.0,0.0,4.7842519326115704,0.0,7.31921008195799,0.0,0.0,0.0,0.0,6.2879245647509805,7.248986847006139,5.823735000040769,0.0,0.0,0.0,6.701263626156731,1.53445956500654,4.97033754982111,9.20986518128332,8.72356414460301,2.43985295183002,7.02217169772341,0.0,4.7842519326115704,4.97033754982111,6.802795585968269,2.43985295183002,5.5785676612938895,8.10208760009863,6.524288611873519,0.0,7.65864486880204,7.617432884964581,3.9581118997643,0.0,7.313486947607171,Pvalb Reln Tac1,Pvalb,L5
LS-15061_S57_E1-50,Pvalb-IRES-Cre,9.55117974041286,0.0,0.0,3.3113487063134803,2.06632756676041,0.0,0.7116168292218292,0.0,5.06693121862682,1.5424636900263602,0.0,2.06632756676041,0.0,8.13075389544047,4.86076863276555,0.0,8.73358201050423,6.288252337913951,8.19808166576423,4.46218760881254,0.0,9.743737712320211,5.98842480471204,0.0,0.0,5.0392226176399495,0.0,1.82804397231604,0.0,0.0,2.44981720484125,8.01461143644712,6.36837923865022,8.48412805553925,0.0,7.670790836400861,5.29492592422647,1.18604205696251,6.0452489017513,0.7116168292218292,1.82804397231604,5.68295057692101,8.649029460123959,4.23678916011125,2.75248004597377,6.34593631484042,0.0,8.31823348319716,6.60412170303774,0.0,0.0,0.0,0.0,2.27077719871627,0.0,6.546239570885151,0.0,6.01711660477407,5.8195287108400295,0.0,0.0,6.20341215313713,5.38573669919983,0.0,0.0,0.0,3.64125596342726,3.11297708648471,6.847211125968269,8.837782721386882,8.71837429919454,6.65064378958967,6.90975365690047,0.7116168292218292,4.37620633492158,2.06632756676041,5.6649320348933605,0.7116168292218292,5.98842480471204,8.7007954679432,6.86310277370299,5.24728296710398,8.20744846380701,7.868748568862211,0.0,0.0,6.72209295481992,Pvalb Reln Tac1,Pvalb,L5
LS-15061_S58_E1-50,Pvalb-IRES-Cre,9.78706685436974,0.0,0.0,2.67750386534957,0.0,0.743889820897945,5.4205657578914295,0.0,0.0,0.0,0.0,4.4087493689990005,0.0,7.60462450925502,1.8870340061797402,0.743889820897945,7.73826657713071,5.14604170061411,7.02834298609883,1.2322740306140099,0.0,9.14392245111455,4.159235752935549,0.0,0.0,0.0,0.0,4.621405909097519,0.0,0.0,4.66041883985449,7.61954999133181,5.59179773710675,7.996367689199049,0.0,6.0686522661480495,5.79829658643592,5.27732884636552,6.41507639912696,4.87463828543823,3.1852672880892996,5.96338954170905,8.464282747714599,0.0,6.368714123736289,4.36217999802226,0.0,7.31787377156136,6.77642377934502,0.0,0.0,0.0,4.212710327056819,0.0,0.0,7.84795260510188,5.17327232914582,0.743889820897945,0.0,0.0,2.1287636750691203,8.15161395245315,4.87463828543823,0.0,0.0,0.0,5.57147264924373,4.159235752935549,3.6403486336602002,8.22501845274085,8.51571806881305,5.465316443173781,5.50872067603972,4.66041883985449,1.8870340061797402,0.0,7.653787108556711,0.0,5.0611231026807495,8.33460751484217,2.1287636750691203,1.2322740306140099,7.29945474063382,7.818071661341809,0.0,0.0,7.28704343253227,Pvalb Reln Tac1,Pvalb,L5
