"sample_id","cre_label","Nr5a1","Rbp4","Hcn1","Hcn2","Hcn3","Hcn4","Cacna1a","Cacna1b","Cacna1c","Cacna1d","Cacna1e","Cacna1f","Cacna1g","Cacna1h","Cacna1i","Cacna1s","Cacna2d1","Cacna2d2","Cacna2d3","Cacna2d4","Kcna1","Kcna10","Kcna2","Kcna3","Kcna4","Kcna5","Kcna6","Kcna7","Kcnab1","Kcnab2","Kcnab3","Kcnb1","Kcnb2","Kcnc1","Kcnc2","Kcnc3","Kcnc4","Kcnd1","Kcnd2","Kcnd3","Kcnd3os","Kcne1","Kcne1l","Kcne2","Kcne3","Kcne4","Kcnf1","Kcng1","Kcng2","Kcng3","Kcng4","Kcnh1","Kcnh2","Kcnh3","Kcnh4","Kcnh5","Kcnh6","Kcnh7","Kcnh8","Kcnip1","Kcnip2","Kcnip3","Kcnip4","Kcnj1","Kcnj10","Kcnj11","Kcnj12","Kcnj13","Kcnj14","Kcnj15","Kcnj16","Kcnj2","Kcnj3","Kcnj4","Kcnj5","Kcnj6","Kcnj8","Kcnj9","Kcnk1","Kcnk10","Kcnk12","Kcnk13","Kcnk15","Kcnk16","Kcnk18","Kcnk2","Kcnk3","Kcnk4","Kcnk5","Kcnk6","Kcnk7","Kcnk9","Kcnma1","Kcnmb1","Kcnmb2","Kcnmb3","Kcnmb4","Kcnmb4os1","Kcnmb4os2","Kcnn1","Kcnn2","Kcnn3","Kcnn4","Kcnq1","Kcnq1ot1","Kcnq2","Kcnq3","Kcnq4","Kcnq5","Kcnrg","Kcns1","Kcns2","Kcns3","Kcnt1","Kcnt2","Kcnu1","Kcnv1","Kcnv2","Nav1","Nav2","Nav3","Scn10a","Scn11a","Scn1a","Scn1b","Scn2a1","Scn2b","Scn3a","Scn3b","Scn4a","Scn4b","Scn5a","Scn7a","Scn8a","Scn9a","Scnm1","Scnn1a","Scnn1b","Scnn1g"
"LS-15359_S25_E1-50","Rbp4-Cre_KL100",0,5.94369778757965,9.42056099735628,0.723410234557342,0,0,4.85780439399526,5.60077099057942,0,5.63897214161054,7.34978084633994,0,5.37040755318818,2.90896704269118,0,0,7.67339413153612,4.05536276900817,7.34978084633994,0,7.5832069825659,0,7.86688106704028,0,0,0,0,0,6.45275474254887,6.01805244592009,6.03247433771194,7.8219254998041,0,0,0,0.723410234557342,5.69444171128032,0,4.05536276900817,5.01131007982019,0,0,0,0,0,0,7.97909344483003,6.24553801920659,0,0,0,0,0,4.49093255003157,2.90896704269118,0,0,6.00348492881126,0,0,0,7.47120977857276,6.73437090400413,0,0,0,0,1.84972748659884,0,0,0,0,6.95482636662776,3.59315822010806,0,6.0467534869029,0,3.74098416160736,5.12334225173449,6.79483900163248,0,0,0,0,0,0,0,0,0,0,0,0,7.61709326696272,0,0,0,5.15004183436773,0,3.33844200898308,5.01131007982019,8.03746050712519,0,0,0,8.62535650876907,6.73437090400413,0,0,5.94369778757965,0,0,0,5.58128427130356,6.06089269145034,7.29700113803512,0,0,0,8.47771703237499,0.723410234557342,6.56613861078902,0,0,7.41727821288167,7.63137580029613,8.04103121889912,6.70765948683267,5.32426388784566,0,0,0,0,0,8.13424406246729,0,4.31334214582739,0,0,0
"LS-15359_S26_E1-50","Rbp4-Cre_KL100",0,4.90784579302565,0,1.51214195901655,0,0,2.23409174433451,5.10190121282528,0,0,8.9128561070377,0,5.98554248321819,0,4.09199974359053,0,3.17421022760257,0,6.11969413287655,0,6.93096235235509,0,6.3000861483925,0,0,0,4.49892360688441,0,3.59860252016563,3.86629167348499,0,5.6374386295878,0,3.59860252016563,6.20669001444218,3.26966402322131,5.56402147978571,0,0,6.45025720014194,0,0,0,0,0,0,7.49726276469998,0,5.15286750677862,0,0,7.45727137064234,0,4.37561006382056,0,0,0,0,0,0,0,6.45025720014194,8.5889026827493,0,0,3.35919228596928,5.38374941768382,0,0,0,0,1.16020257052183,6.04070886129759,4.68357076864718,0,3.35919228596928,0,7.54574179259667,0,5.85311865510583,0,0,0,0,0,0,0,0,0,0,0,0,8.20409843826037,0,0,0,6.76888174585006,0,4.19285954595016,0,5.04906828111199,0,0,0,8.01042581113222,7.14118542488497,0,0,7.57873316601341,0,0,0,0,5.50639788148356,3.17421022760257,0,7.90287790529548,0,6.36636788641916,2.23409174433451,7.1599936741558,0,0,0,8.29482345880424,9.04013864368889,6.21870057403031,5.74100153941882,4.75128424108196,0,0,0,0,6.41936750958634,0,0,0,0,0
"LS-15359_S27_E1-50","Rbp4-Cre_KL100",0,6.53006240411732,6.18021750561098,5.00421803337481,0,0,5.64754590613899,5.25974081804686,0,4.42772947229644,6.54934902130624,3.08108171424214,0,4.72774789898326,0,0,6.42956117931862,0,7.1130559235464,0,7.09348109730895,0,6.36571848530587,4.97598879613407,0,0,3.93575203872914,0,7.90193913716146,5.55516182235947,0,7.5222357275772,0,0,0,2.57893662218748,0,0,6.49069800046973,1.80219142580756,0,0,0,0,0,0,7.13874927188904,6.05086648997984,4.97598879613407,0,0,4.2505329149367,0,4.7939259663628,0,0,0,7.38405270864446,0,0,0,6.92651589640168,6.81937830191096,0,0,0,4.76121635734032,0,0,0,0,0,5.55516182235947,4.46882525744613,0,5.39381699648317,0,6.66879387740562,6.28747905083396,4.2505329149367,0.697661670606709,0,0,0,0,2.72178063793461,5.16289235828196,0,0,0,0,1.80219142580756,8.95603780606257,0,0,0,4.76121635734032,0.697661670606709,1.51884819383386,0,7.71816644640187,0,0,0,6.33270545360795,6.51051445694932,0,0,5.87858494728484,0,0,5.84775960621301,0,3.81345822411608,7.02624428072431,4.46882525744613,6.56838120370444,0,6.78724712001504,3.74819052527991,4.58552353683449,0,0,8.3525375565908,8.25605872349481,8.6932230709034,7.42639331093847,6.85080943272918,1.16591054694017,0,6.11699120253916,0,0,7.57023271699905,0,4.91781716055534,0,0,0
"LS-15359_S28_E1-50","Rbp4-Cre_KL100",0,6.78258732963737,8.80258143268605,1.85320577538496,0,0,0,5.60548364958427,1.56548312237422,4.57676015163785,6.34607764380576,0,4.53671697027114,5.32895563379989,0,0,6.87380642730909,0,6.2748370243965,0,7.34299972047826,0,8.63015599212679,0,0,0,4.22016694864268,0,7.91916854651074,3.87954522102529,5.71718757675202,8.18833477014217,4.79615482356099,0,0,1.85320577538496,4.22016694864268,0,5.64368738742146,6.73028818993554,0,0,0,0,0,0,6.73028818993554,7.0618931735256,0,0,0,2.91313898519859,3.81404859135609,0,0,0,0,8.75973851968024,0,0,0,6.52046140374189,7.61227943115655,0,0,0,5.01597277831073,0,0,0,0,0,6.00822169867016,3.4328031094782,0,0,0,6.95200737269854,5.78712401932163,5.44166927409812,2.29852107938028,0,0,0,0,0,0,2.78226135467438,0,0,0,3.94219706458066,8.08799825690955,0,0,0,4.1153149078301,0,0.725309556802302,4.36440854679525,7.22826282169957,0,0,0,7.49701524658388,5.73499208368679,2.09297752924071,0,2.78226135467438,0,0,0,2.63831546597059,5.23198140751166,5.3976348001627,4.79615482356099,0.725309556802302,0,7.40548082968562,2.09297752924071,5.96361287166026,0,0,8.7575626097146,8.2139531379185,9.16302485038238,6.12084562842255,0,0,0,4.00224099086844,0,0,8.42609300794648,0,6.5905912243068,0,0,0
"LS-15359_S29_E1-50","Rbp4-Cre_KL100",0,6.92030341111889,6.815414749754,4.96963622066365,1.14622632972966,0,5.48156724761039,5.73264100725099,4.58817470398877,0,4.79147663728893,0,5.44184751915494,0,0,0,6.815414749754,0,6.63344130274679,0,1.14622632972966,0,8.72120052231391,0,1.14622632972966,0,2.8210386113399,0,7.49645118296302,4.43474913739146,0,7.09691849984689,0,0,2.8210386113399,3.24692386163484,3.84265315652038,0,5.8281676613152,7.09691849984689,3.04963973151943,0,0,0,0,0,0,1.77681307856824,0,1.77681307856824,0,5.40100320768351,4.65917323414567,3.42044672988744,0,0,0,6.57955231341975,0,0,0,6.31953166461043,5.59455853364115,0,0,5.22497628748644,3.24692386163484,0,0,0,5.44184751915494,0,7.25425141567699,0,0,6.70229823971068,0,6.94892238909858,5.44184751915494,0,0,0,0,0,0,6.65096608047206,0,4.79147663728893,0,0,0,0,7.6697928419217,0,0,0,6.86130383656264,0,2.54926689236913,0,1.14622632972966,0,0,0,9.41552661976125,7.3645825655137,6.52357204032228,0,5.07725289202748,0,4.72684102710417,5.52022266447875,0,0,7.19575141878415,0,9.16414612017523,0,0,5.8281676613152,6.61570102676694,0,0,7.19575141878415,8.12337286494239,8.84437071612172,5.94642898955107,7.57199026168953,5.79702298955299,0,0,0,0,6.94892238909858,0,6.52357204032228,0,0,0
"LS-15359_S30_E1-50","Rbp4-Cre_KL100",0,6.47142253033269,2.11212457043561,3.83724690309417,2.31844117983224,0,4.24379735169206,3.3652963555855,0.735223190098777,5.82860665615636,7.61771402231244,0,4.9186161224869,0,0,0,6.67281505171847,0,6.11809934561221,0,7.80086601571886,0,7.57309172717196,0,0,0,6.70992714108624,0,2.4989107414583,4.85377159596387,7.33848239758122,6.56554160911899,0,3.54033478175911,0.735223190098777,2.4989107414583,5.32964903199758,0,3.05505761852187,5.04016647096205,0,0,0,0,0,0,4.08335971244379,4.24379735169206,0,0,0,7.54769191655549,0,3.45546856152411,0,0,3.05505761852187,3.2691101742593,0,0,0,8.16056217884218,0,0,0,0,2.80361861885638,0,4.88655814781426,0,0,0,5.37656661526507,0,0,4.02565469661355,0,5.09730523989053,6.98435910646341,4.8202225787242,0,0,0,0,0,6.22451694784345,0,0,0,0,0,0,8.41491075858153,0,0,0,6.49287491585463,1.58205732374538,2.93480893161526,5.44420053260165,4.47696223172893,0,0,0,7.94402494760717,5.98817494811161,6.29947605775404,0,5.82860665615636,3.16605013064102,0,6.99191232135707,0,6.52446699354632,7.97484433164049,0,8.33104391114531,0,0.735223190098777,6.76386442213905,7.39654531142858,0,0,7.68914808958575,7.058168630635,8.6431093533458,6.79009524192748,2.80361861885638,3.76854901045537,0,0,0,0,7.51660981977402,0.735223190098777,6.70073823535078,0,0,0
"LS-15359_S31_E1-50","Rbp4-Cre_KL100",0,0,2.24277884644626,5.58286093489611,0,0,5.04429861921976,4.33618977887895,0,6.32062809531183,5.4483642716446,0,3.08170723893562,0,0,0,5.53388221302079,0,5.69106532615093,0,6.17914850387804,0,8.4524862497476,5.76366898155113,4.29758707187557,0,6.56773190447038,0,4.54834234895811,5.43063510510035,8.29727668896619,7.81025936436357,0,4.81752826536893,0,1.0472548848463,6.74316605274927,0,4.76189953381146,0,2.07031429260033,0,0,0,0,0,6.72145739314898,0,0,0,0,5.5988245057664,0,7.32122897787137,0,2.66288207875265,0,6.98707154235635,0,0,0,9.51809579732844,1.64763120344133,0,0,4.87109141449602,0,0,0,0,0,0,5.8055396810205,3.8939174444288,0,2.88744009524699,0,3.72964296401334,8.02928115433719,5.15640876240273,0.61663710569106,0,0,0,0,6.53491868636932,3.33142544263782,4.44616226305992,0,0,0,0,6.98099383241808,0,0,0,5.81923082328187,0.61663710569106,0,5.58286093489611,3.4767240584444,0,0,0,7.39622145333031,3.33142544263782,4.89714524591695,0,6.69199484330236,0,0,5.09019329174296,0.61663710569106,6.51822789748492,7.2471967772683,0,9.50967665480715,0,5.66096894158854,5.88580287959562,5.81923082328187,0,0,8.11225449227006,8.6871024489645,8.7093302520279,7.18510801150053,6.90599121221224,6.84036560865587,0,0,0,0,8.48934838803712,0,4.89714524591695,4.25792299389358,0,0
"LS-15359_S32_E1-50","Rbp4-Cre_KL100",0,5.78782500757315,8.00317374012877,3.89366604966532,0,0,4.05930026331043,0,0,3.41195718816952,7.11923741161195,0,0,0,2.5415044896362,0,7.09399928239241,4.05930026331043,7.78397451996042,0,7.05529443953543,0,7.89042208880895,5.04200834762845,4.71782888013929,0,3.83394104123765,0,7.69024924883856,6.58846992040524,3.49142487243927,7.80745518777803,0.680544709252329,0,0,2.00494137710179,4.78244894533972,0,5.2158605429314,3.89366604966532,0.680544709252329,0,0,0,0,0,6.46594170941307,5.8644524681177,5.90854846207338,0,0,0,2.00494137710179,2.81300083058964,0,0,3.23854642733224,7.02222778428437,0,0,0,7.04874146183881,7.79576262346539,0,0,3.04140724770349,4.34254286521114,0,0,0,0,0,6.23146328041241,3.41195718816952,0,4.50454489046671,0,4.65017812494788,6.16029781033025,0,4.34254286521114,0,0,0,0,1.14109893016436,3.89366604966532,0,0,0,0,0,8.75073052315313,0,0,0,5.43269671074846,0,0,3.49142487243927,7.29563944466531,0,0,0,7.04874146183881,3.14334151752072,4.46571771186567,0,5.01536948835793,0,0,5.69015338149692,0,4.87425620408783,7.00201777982849,0.680544709252329,6.7587371716467,0,7.02890202454278,0,6.45607095284851,0,0,9.02560675485827,8.86703687278236,8.79447244453612,6.42604688901552,3.49142487243927,3.89366604966532,0,5.32834859081756,0,0,7.74397032844804,0,5.56716050715075,0,0,0
"LS-15359_S33_E1-50","Rbp4-Cre_KL100",0,1.18643663522485,4.98283754045628,2.60965962206022,0,0,4.28544200647375,5.03990512430503,1.82854966258074,3.78230283125345,8.54520603653684,0,0,0,0,0,6.87951920552031,2.27133527296805,5.66562207297382,0,5.29561190707043,0,8.73212152347042,0,0,0,7.17531156707634,0,5.7705057149884,6.11396308365723,6.01780964729941,7.67599876612959,5.22354325876161,5.17341637723776,2.60965962206022,0,6.01780964729941,0,3.84769041745831,4.69376758424527,0,0,0,0,0,0,5.55251140103639,2.0668634368954,0,0,0,6.88731473082654,0,6.17892081094395,0,0,2.45039230011824,5.64737546253702,0,0.71189094719771,0.71189094719771,8.19250467833949,0,0,0,0,0,0,0,0,0,0,6.91808231159732,0,0,3.71381039033499,0,0.71189094719771,4.7631955120375,0,0,0,0,0,0,5.59120871855825,4.7631955120375,4.28544200647375,0,0,0,0.71189094719771,8.02594502392141,0,0,0,7.75054660488318,0,2.27133527296805,0,5.92996281463429,0,0,0,8.07796247019625,7.04198393990052,0,0,6.25319606355346,0,4.95343428306336,0,0,3.64190347056748,7.19428905011681,5.86827838452548,7.09006276629326,0,0,3.48635310891636,6.91808231159732,0,0,6.35789674176947,7.96463160619498,9.62363961276903,6.78253146677158,0,6.82373822811817,0,0,0,0,6.43438209101133,0,3.9102424784776,0,0,0
"LS-15359_S34_E1-50","Rbp4-Cre_KL100",0,5.70750153217516,5.88583909650356,2.97740666743841,0.700495557751906,0,5.44308533706907,4.83303009892274,3.37517061736826,2.97740666743841,7.87127974267735,0,4.00013610526509,1.52365663933982,0,0,6.22414491060022,0,7.5822864025719,0,7.10080645978414,0,6.4158852463874,4.59259619828985,5.48395771170461,0,4.34886620774008,0,7.82828102386976,6.56619768451344,0,6.64038865936426,6.24807078178801,5.8705074165154,7.23854895641906,3.53929150170272,5.31302448166727,0,5.5623845303046,3.68663443019995,0,0,0,0,0,0,6.96304002013279,5.50396771712007,0,0,0,5.50396771712007,0.700495557751906,3.68663443019995,0.700495557751906,0,1.52365663933982,4.47587208489675,0,0.700495557751906,0,6.67610079166683,8.59726623240524,0,0,2.24804212925729,1.80745862247183,0,0,0,0,1.17000565796421,6.73654574829882,4.51583867048152,0,2.04450410440671,0,6.50793822340293,7.49999026352512,0,0,1.80745862247183,0,0,0,1.52365663933982,5.94558665914981,4.62949593305803,0,0,0,3.61484317185018,8.81312432696239,0,0,0,4.83303009892274,0,0,0,3.53929150170272,0.700495557751906,0,0,4.30391857621136,5.06623003547586,0,0,5.35769364234595,0,4.0554188818661,7.32544972838393,3.45956359968907,5.2433153290581,6.23615744440579,0,7.28554646677031,0,6.04453709828622,4.9831341627866,7.3027831827477,0,0,0,7.12684861254367,8.08893288398221,5.80749750820553,5.21930980173669,6.92643997967691,0,0,0,0,7.7675013663135,0,4.62949593305803,0,0,0
"LS-15359_S35_E1-50","Rbp4-Cre_KL100",0,3.99668980633696,8.87360710429774,2.37566021735669,0,0,5.18243252677448,5.68023409257803,4.45606116927762,5.44280617281505,6.42612583481208,0,1.48315779872786,3.48221131594614,1.48315779872786,0,6.58746677233849,1.48315779872786,7.85072918921902,0,7.6331112430854,0,7.95184240608441,3.22950567791665,0,5.82435012391571,0,0,3.99668980633696,6.5964181463332,6.65756927132107,8.21274158151758,1.76304307194641,0,0,2.53313119150769,3.40279471236605,0,5.62880834982284,0,0,0,0,0,0,0,6.56939566169436,6.75672241759856,1.99735245295468,0,0,0,0,1.99735245295468,1.13557851697016,0,0,8.07863094378193,0,0,0,6.68300370818941,7.41265372052667,0,0,0,4.56950706634653,0,0,0,0,0,5.48197459819671,3.31875045489901,0,5.82435012391571,0,5.8986015561236,3.94155685989573,0.676748738917254,3.55748339581671,0,0,0,0,0,2.67509307280362,2.80432875707171,0,0,0,4.24458243521028,8.00994479837314,0,3.13437408207842,0,5.03220055085502,0,0,3.884232990449,7.66749644538746,0,0,0,7.76599235070344,7.10919453429354,1.99735245295468,0,7.11543536400219,0,0,3.6290221622321,6.16243003508124,3.6290221622321,5.74606883767786,5.08403567834773,5.05835090253088,0,7.50110871718884,0,5.80902998913157,0,0,8.6955292073717,8.60084584028058,7.74199159694301,7.85072918921902,0,4.83453571085173,0,4.92258456865175,0,0,7.99985999474568,0,5.83950928047879,0,0,0
"LS-15359_S36_E1-50","Rbp4-Cre_KL100",0,6.87994661766814,8.00432694975874,4.1854345705097,1.9507515336696,0,5.23029608384139,0,3.93817217660788,4.1854345705097,8.08647692891728,0,5.14523327583731,5.41120586045985,4.62307719406523,0,5.57193694870706,2.89684469524066,7.13653726655302,0,7.95935352993155,0,8.45671985190123,4.70461677964181,0,0,5.31062152413166,0,7.79688224983281,4.8188866624589,6.55669231783885,7.92148487946081,0,3.36649222267593,0,2.405621521241,4.89032924665859,0,7.02191423609112,0,0,0,0,0,0,0,6.31846797791435,6.16847204218467,4.06709416670729,0,0,0,1.28266473388859,0.779419123702774,0,0,2.405621521241,7.14386448332443,0,0,0,7.49846110713901,7.64508354248782,0,0,2.19603986107291,0,0,0,0,0,0,6.27908199331854,1.28266473388859,0,4.39645475972904,0,6.38181214502139,5.65633433236023,5.23029608384139,2.89684469524066,0,0,0,0,0,3.63958344128898,2.58858331895405,0,0,0,0,8.20680286359938,0,1.65503985978615,0,6.06420269490092,0,3.93817217660788,0,7.52676171771694,0,0,0,7.98813472502578,6.80797494192695,0,0,4.1854345705097,0,0,2.89684469524066,1.65503985978615,6.38181214502139,5.86579935462685,0,0,0,7.67573731346429,0,5.41120586045985,0,0,8.90563273500657,8.72689723101958,7.96350044999079,6.89739219608299,2.405621521241,3.86911661993876,0,6.19692966955462,0,0,7.81535515879865,0,5.81162135979775,0,0,0
"LS-15359_S37_E1-50","Rbp4-Cre_KL100",0,5.62168946300651,8.93440756139149,4.16577988428833,0,0,3.43000397347815,4.05698552641285,0,0.724091320268923,7.30467743019907,0,4.16577988428833,3.14115786781914,3.43000397347815,0,6.77953028000753,1.20396523660662,7.95830189331218,0,6.53779682298308,0,7.74253299305281,2.29606362483734,0,0,5.81783019173352,0,7.85647781870591,4.82670686939818,2.63572632473145,7.95451562857899,0,2.91046383251453,0.724091320268923,0,3.59474178043703,0,6.85458592448942,5.81783019173352,0,0,0,0,0,0,8.13930377664361,5.27827747405424,4.26694218040279,0,0,4.95352389434991,4.49258235518749,5.12501929269601,0,0,1.20396523660662,6.76230736937725,0,0,0,6.81337128722686,8.06750187417298,0,0,0,3.24400085752145,0,0,0,0,0,7.27462446317108,0,0,0,0,5.71416118057058,4.31498189819455,0,2.77962512454211,0,0,0,0,1.56344110516777,0,0,0,0,0,0,7.5502229156206,0,0,0,4.95352389434991,0,2.47586808652443,0,7.35724383014151,0,0,0,8.0814567706338,6.88673034605759,5.15171978308858,0,0,0,1.56344110516777,1.85097521822997,0,4.72369701306261,7.36866963554086,0,7.34572681218823,0,8.19492046158149,0,7.38564044652571,0,0,9.52542256155239,8.62945531488467,8.6436334587596,7.56022312673851,4.92284933590124,3.0304170847324,0,0,0,0,7.28068534828146,0,5.46017744727666,0,0,0
"LS-15359_S39_E1-50","Rbp4-Cre_KL100",0,5.76304610617535,7.65594080804173,2.86221778307281,0,0,6.21673563968661,5.97925009403894,5.34018238033548,5.65945217314216,6.5613674613096,0,4.30844588497193,0,0,0,7.41215238842574,0,7.93267133840048,0,6.43112123765983,0,7.72598946216713,0,0,0,5.31767307054193,0,6.24086263450699,4.30844588497193,5.19953643970228,7.85664132765324,1.17265680097485,5.4886196813818,4.95895159150597,3.19420042744953,4.73943889784822,0,5.9502777580802,0,0,0,0,0,0,0,6.83934158959093,0,0,0,0,6.68961445969145,0,5.31767307054193,0,3.19420042744953,0,5.76304610617535,0,0,0,8.55468509959325,6.39931790626654,0,0,0.702331514783367,0,0,0,0,0,0,4.52039890985108,4.52039890985108,0,0,0,6.06283161828471,6.93116918486223,0,0,0,0,0,0,7.41215238842574,3.19420042744953,3.54365032074013,0,0,0,0,8.32004768221383,0,0,0,6.47246364431202,0,4.55929362709611,0,3.09179916865351,0,0,0,3.09179916865351,6.76641954372518,0,0,5.46832672468374,0,0,0,0,4.70516456654973,7.85664132765324,0,7.2492450050012,0,5.07085628111251,0,8.09368374234217,0,0,7.15716388006698,7.83302842002225,8.98967829884101,6.39931790626654,4.48042647821642,0,0,0,0,0,7.69576079051638,0,6.53233735344626,5.42686387636492,0,0
"LS-15359_S40_E1-50","Rbp4-Cre_KL100",0,3.09204118154364,4.21436111576274,1.17280935375675,0,0,6.0495033463935,5.99379082465146,4.8998313792048,5.69508534982833,7.61526324733871,0,4.35366166791405,0,0,0,6.21700612221423,0,5.9059678274117,0,6.60876078532019,0,6.74997324286202,5.40594455539541,2.58928686958495,0,4.73970280358614,0,4.16476929784397,5.38444164571084,0.702437191475478,5.04394915300097,0,5.54810844104204,3.09204118154364,3.29005869521692,6.08991978236463,0,5.42713167209932,0.702437191475478,0,0,0,0,0,0,7.61526324733871,0,0,0,0,2.25202460680895,0,4.7054282255533,0,0,0,0.702437191475478,0,0,5.48888774415268,5.22421718639875,7.96950782278851,0,0,0.702437191475478,0.702437191475478,0,0,0,0,0,6.1675067179101,1.52694734673514,0,3.37972791402303,0,6.67224827484358,6.97525227631543,0,3.82499999468588,5.01625436613906,0,0,0,0,2.98180989172966,0,0,0,0,0,7.06584483122475,0,0,0,5.67751149103608,1.17280935375675,2.04832589896091,0,5.58628010278357,0,0,0,7.61526324733871,7.26136250425035,4.39725850186101,5.07112229323555,6.70731064160308,0,0,5.7124477104229,0,5.40594455539541,5.31794036522811,5.19980314782897,8.42407929016913,0,6.65439227569663,2.98180989172966,6.52280055936316,0,0,0.702437191475478,7.11889246595963,8.98460262538453,5.48888774415268,5.29507417563986,5.64170821825216,0,0,0,0,7.27311117485447,0,5.17496883993556,0,0,0
"LS-15359_S41_E1-50","Rbp4-Cre_KL100",0,0,6.53605525838999,2.0287607926224,0,0,3.06923828638236,6.28565282045161,4.08905897174597,6.50703070509155,8.10417014399247,0,4.8129484004649,0,0,0,7.11902702706603,0,6.64664442321008,0,4.64548422487515,0,4.41491873482456,0,3.73575697646802,0,2.56775648345498,0,3.92319608520232,0.692523970199255,7.27063164425542,8.00038811074501,0,5.68708557817846,6.78203089455382,0,2.84017799131187,0,4.2378041181478,5.12457471351536,0,0,0,0,0,0,5.52280632676729,0,0,0,0,3.520276753385,4.2841625976489,6.17928361015923,0,4.71481942704912,0,5.77086685287072,0,0,0,7.99691276627533,6.26268370699482,0,0,1.51011387247637,0,0,0,0,0,0,7.50887126388778,4.71481942704912,0,2.95924943124184,0,3.73575697646802,7.09322050587816,0,4.03586228786218,0,0,0,0,4.64548422487515,0,5.14983125796334,0,0,0,0,9.17258090757671,0,0,0,6.5645073847111,0,0,0,3.92319608520232,4.45599691067682,0,0,8.16737000301275,6.40583485366662,0.692523970199255,0,4.45599691067682,0,0,0,0,0,7.19378733837314,0,9.29649058389917,0,0.692523970199255,1.79261950649299,6.96391089522797,0,0,7.96525208499169,8.15182769298674,8.87229403865402,3.66744478761213,6.67301612758656,4.14036368352125,0,0,0,0,8.50245644031543,0,5.14983125796334,0,0,0
"LS-15359_S42_E1-50","Rbp4-Cre_KL100",0,5.21304326360618,6.41616722645791,0,2.44416739072039,0,3.52982377630485,1.41456478633938,0,6.71959003596278,7.29488980407676,0,0,0,0,0,7.36459854872922,0,7.44954273524294,0,3.03886396673289,0,7.22164107286742,0,4.87373849625646,0,5.16918960326038,0,0,5.9167939421871,6.47137879894671,7.44954273524294,5.76302316377499,0,5.62374978651665,0.637159817901886,5.43296243356429,0,4.87373849625646,0,0,0,0,0,0,0,7.53409090284716,0,0,0,0,5.14675254355646,1.07760444824508,0,0,0,0,7.39822922088212,0,0,0,8.82508740173228,4.23023831223076,0,0,4.18691210897759,3.94830864473852,4.42926652587172,0,0,0,0,6.67324704446683,0,0,6.77915217949109,0,6.68107499449824,6.34896411357937,0,1.68753437056579,0,0,0,0,7.20001113343047,3.78356980832036,3.45874398496625,0,0,0,0,7.93523018167697,0,0,0,6.58421396702149,0.637159817901886,5.84892243225176,5.4875469213923,3.66226832905496,0,0,0,8.86686715722303,0,6.38774832792479,0.637159817901886,6.20436827010255,0,0,2.82942497832598,0,0,7.14447349072899,0,8.1506856765354,0,0,4.39159703647065,7.52976239388523,0,0,8.03938394115562,8.18961960026187,7.90546926552505,4.5367102966412,5.23448013356787,0,0,0,0,0,8.00860862453687,0,4.60413673645742,3.94830864473852,0,0
"LS-15359_S43_E1-50","Rbp4-Cre_KL100",0,5.62625027623391,7.88065792675661,3.96202631735063,0,0,5.58699536786926,6.66909223297931,0.733723204508727,6.70620338530401,2.65613043069943,0,6.65966334179507,0,0,0,4.13529910189858,0,6.28353871124031,0,1.21775820225272,0,6.49976443765268,6.60175804375301,0,0,0,0,6.49976443765268,0,6.40136704933674,6.77767902536257,0,6.24622827609431,0,0,6.54143106967034,0,7.89278119834099,0,3.89931365299082,0,0,0,0,0,6.77767902536257,0,0,0,0,7.05443716286489,0,6.15522428309036,0,5.66446531281749,1.86856843309444,8.11603081780419,0,0,0,7.16519744937141,2.495816871105,0,0,0,0,0,0,0,0,0,6.84578006843401,0,0,7.02536547865617,0,6.54143106967034,6.65017242144088,0,0,0,0,0,0,4.5570089514818,0,2.495816871105,0,0,0,0,8.64414801969036,0,0,0,6.19493090850026,0.733723204508727,0,0,0,0,0,0,8.76778348097466,5.17532623553329,0,4.59707696698367,0,0,5.62625027623391,7.34654678510613,0,0,0,0,0,0,6.08651707486498,5.54664240889237,7.86843191681499,0,0,7.04722397796771,7.211103488982,8.30630032216025,5.14861308542519,7.43210426842835,0,0,2.1092353710142,0,0,4.78225153182717,0,0,0,0,0
