Cell_id,area.all,area.apical_dendrite,area.axon,area.basal_dendrite,length.all,length.apical_dendrite,length.axon,length.basal_dendrite,soma_radius,soma_suface,taper_rate.all,taper_rate.apical_dendrite,taper_rate.axon,taper_rate.basal_dendrite,volume.all,volume.apical_dendrite,volume.axon,volume.basal_dendrite
483101699,3948.6165211825237,2109.5772610403765,58.65441624044485,1780.3848439017058,2859.2044264933243,1251.131489819099,37.81823808562921,1570.2546985885965,5.2911,351.8048345358069,0.050281133057219096,0.06285901268778171,0.053488217630516484,0.04018951186412512,504.6236328333568,321.4132564713855,7.98951331084521,175.22086305112697
320668879,5404.673791375812,1780.115261085624,16.009508967230968,3608.549021322941,4255.476916125707,1292.6647173547883,10.320760293261344,2952.4914384776575,7.9007,784.4061802586723,0.04146378248963968,0.04692297611146226,0.05893099396849429,0.03896696259734245,593.379256490792,212.4289732674021,2.087419997574796,378.8628632258156
468193142,3480.4540104564494,1294.7838397489693,28.309465776357023,2157.3607049311327,3012.2466900253658,1137.2577978834825,22.23968730170866,1852.7492048401746,5.1205,329.48420879219526,0.02994791617914948,0.02915233171492806,0.0285566057931661,0.030465994214282192,347.30466090309943,129.1049203852364,2.9873079902888864,215.21243252757344
313862306,3790.794758840891,0.0,0.0,3790.794758840891,2528.3988069690954,0.0,0.0,2528.3988069690954,5.1218,329.6515298912618,0.04081429181657657,,,0.04081429181657657,516.4367933064497,0.0,0.0,516.4367933064497
515524026,5437.385501598716,3025.9415606557905,72.19770364366639,2339.246237299255,2986.9972966314303,1456.175720510707,29.727036158536723,1501.0945399621867,5.5455,386.44819510561604,0.058751122311683376,0.058883565079603545,0.07818962307194835,0.058242810002413645,969.8331621435997,626.6568423996969,14.693166075235336,328.48315366866694
565866518,15256.573364606878,0.0,11084.575719735709,4171.997644871231,17933.801215627223,0.0,15306.651962418953,2627.1492532082725,5.7071,409.29913676879835,0.0005636746787170968,,0.00039249300279975776,0.0015504822802475935,1175.8636546899936,0.0,643.2640600729497,532.5995946170422
318331342,1966.228972248828,0.0,14.816741964562768,1951.4122302842652,1276.376720300556,0.0,6.191154865650452,1270.1855654349056,5.1972,339.42882722032743,0.047184843411487196,,0.08455528878014563,0.04703231098141104,260.40083792397667,0.0,2.9414315593034623,257.4594063646732
481001895,2146.159281362131,0.0,0.0,2146.159281362131,1954.4499770247503,0.0,0.0,1954.4499770247503,5.3254,356.3808275012248,0.023992269220031504,,,0.023992269220031504,202.11188568331283,0.0,0.0,202.11188568331283
484635029,1986.9354426741654,0.0,10.613459024731368,1976.3219836494343,1963.8991225147543,0.0,6.823649962297576,1957.0754725524566,7.2999,669.643543263767,0.019629429263385286,,0.05081716502281996,0.019519677700595484,173.01245934459678,0.0,1.3748994835705703,171.6375598610262
354833767,4695.481247587698,1902.6653026158313,31.46683659263079,2761.3491083792387,2493.6550176645023,928.507079535871,10.801869300851358,1554.34606882778,7.2238,655.7545172803034,0.06694231037564159,0.06179645728051844,0.060146469883402144,0.07002937362759232,814.7654295763207,358.0190771993225,7.329228763679178,449.417123613319
484742372,2122.816302310777,0.0,7.48508257845835,2115.3312197323185,1773.7297693121868,0.0,8.211518230945778,1765.518251081241,6.1141,469.7588159535287,0.03257804530597988,,0.023499563455084218,0.0326206101907463,222.51298540262258,0.0,0.5464396210874365,221.96654578153516
